trade_date,symbol,name,board,industry,close,pct_chg,turnover_pct,future_5_trade_date,future_5_return,future_5_direction,future_5_up_label,predicted_top_quantile_prob,predicted_non_top_quantile_prob,predicted_return_rank_score,top_quantile_threshold,target_threshold,rank_by_raw_top_quantile_prob,overheat_penalty,overheat_penalty_reason,top_quantile_signal_score,predicted_top_quantile,rank_by_top_quantile_prob,actual_future_5_return_rank,actual_top_quantile_label,model_type,anchor_date,train_start,train_end,train_rows,train_dates,train_label_up_threshold,train_label_down_threshold,train_exclude_st,prediction_exclude_st,target_mode,top_quantile,overheat_penalty_enabled,anchor_stock_count,anchor_coverage_ratio,turnover_pct_feature,ret_5,ret_20,volatility_5,range_pos_20,market_up_ratio,market_avg_pct_chg,industry_up_ratio,industry_avg_pct_chg,is_pre_holiday_3,is_post_holiday_3,pre_holiday_tday,post_holiday_tday,holiday_gap_days,turnover_pct_pctile,ret_5_pctile,ret_20_pctile,volatility_5_pctile,range_pos_20_pctile,market_index_count,market_avg_up_prob,market_avg_down_prob,market_high_risk_count,weak_trend_count,rebound_count,pullback_count,low_risk_count,neutral_count,high_position_reversal_risk_count,exhausted_rebound_risk_count,aggregate_market_regime,aggregate_market_risk_level,is_overheat_candidate,is_weak_industry_candidate,is_volatility_industry_drag_candidate,is_medium_hot_short_broken_candidate,is_high_risk_intraday_break_candidate,is_high_risk_limit_up_chase_candidate,is_breadth_divergence_chase_candidate,is_medium_risk_crowded_momentum_candidate,is_medium_risk_late_trend_candidate,is_crowded_intraday_break_candidate,is_late_high_position_weakening_candidate,is_extreme_momentum_extension_candidate,is_extreme_weak_market_extension_candidate,is_rebound_crowded_chase_candidate,is_rebound_limit_up_volatility_candidate,is_weak_breadth_sideways_candidate,is_high_risk_pullback_short_weak_candidate,is_high_risk_pullback_crowded_candidate,is_trend_break_candidate,is_weak_market_low_position_candidate,is_high_risk_tail_chase_candidate,is_weak_market_weak_industry_down_candidate,is_backup_low_elastic_candidate,is_low_turnover_spike_fade_candidate,is_sharp_drop_rebound_candidate,is_fragile_candidate,signal_eligible_rank,signal_action,signal_count,signal_reason,final_signal_rank,is_final_signal
2026-05-11,603665,康隆达,沪市主板,服装家纺,30.52,-0.7802,2.3571,2026-05-18,0.0809305373525557,上涨,1.0,0.9955156950672646,0.0044843049327354,0.8969523056103429,0.2,0.5,2,0.0,,0.9955156950672646,1,2,13.0,1.0,LightGBM,2026-05-11,2025-05-12,2026-04-28,49230,236,0.01,-0.01,1,1,rank_return,0.2,0,227,0.9956140350877192,2.3571,0.1026011560693642,0.0597222222222222,0.0216966750718163,0.8748019016046273,0.5720524017467249,0.8694973799126637,0.0,-0.7802,0,0,0,0,0,0.3568281938325991,0.7929515418502202,0.4823008849557522,0.5154185022026432,0.7400881057268722,6,0.4248667490383861,0.5751332509616138,5,0,0,2,0,4,2,0,高位回落,高风险,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,不出手,0,高风险高位回落且市场宽度不足,2,0
2026-05-11,002989,中天精装,深市主板,装修装饰Ⅱ,32.26,1.83,7.55,2026-05-18,0.0743955362678239,上涨,1.0,0.9910313901345292,0.0089686098654708,0.8320619312347061,0.2,0.5,3,0.0,,0.9910313901345292,1,3,15.0,1.0,LightGBM,2026-05-11,2025-05-12,2026-04-28,49230,236,0.01,-0.01,1,1,rank_return,0.2,0,227,0.9956140350877192,7.55,0.215065913370998,0.229889439573008,0.0552497048447694,0.8236363635614872,0.5720524017467249,0.8694973799126637,1.0,1.83,0,0,0,0,0,0.7929515418502202,0.9559471365638766,0.8451327433628318,0.9559471365638766,0.6255506607929515,6,0.4248667490383861,0.5751332509616138,5,0,0,2,0,4,2,0,高位回落,高风险,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,不出手,0,高风险高位回落且市场宽度不足,3,0
2026-05-12,002989,中天精装,深市主板,装修装饰Ⅱ,31.61,-2.01,5.61,2026-05-19,0.0752926289149005,上涨,1.0,1.0,0.0,0.852176492374599,0.2,0.5,1,0.0,,1.0,1,1,17.0,1.0,LightGBM,2026-05-12,2025-05-12,2026-04-29,49447,237,0.01,-0.01,1,1,rank_return,0.2,0,227,0.9956140350877192,5.61,0.0821636425881546,0.2275728155339804,0.0487952063192458,0.7645454544759501,0.2794759825327511,-0.8037441048034935,0.0,-2.01,0,0,0,0,0,0.7533039647577092,0.762114537444934,0.8362831858407079,0.9383259911894273,0.6740088105726872,6,0.381877822012012,0.618122177987988,3,0,0,5,1,0,0,0,高位回落,高风险,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,不出手,0,Top候选全部脆弱,1,0
2026-05-12,603220,中贝通信,沪市主板,通信服务,29.93,-3.7621,9.8988,2026-05-19,0.1142666221182759,上涨,1.0,0.9955156950672646,0.0044843049327354,0.82637382100682,0.2,0.5,2,0.0,,0.9955156950672646,1,2,10.0,1.0,LightGBM,2026-05-12,2025-05-12,2026-04-29,49447,237,0.01,-0.01,1,1,rank_return,0.2,0,227,0.9956140350877192,9.8988,0.0590941259731068,0.1085185185185184,0.0440365893478621,0.4775212636114799,0.2794759825327511,-0.8037441048034935,0.0,-2.73295,0,0,0,0,0,0.8898678414096917,0.6475770925110133,0.6592920353982301,0.8722466960352423,0.36123348017621143,6,0.381877822012012,0.618122177987988,3,0,0,5,1,0,0,0,高位回落,高风险,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,不出手,0,Top候选全部脆弱,2,0
2026-05-12,603666,亿嘉和,沪市主板,自动化设备,30.28,-1.0458,3.3598,2026-05-19,0.0138705416116247,上涨,1.0,0.9910313901345292,0.0089686098654708,0.8162862275254992,0.2,0.5,3,0.0,,0.9910313901345292,1,3,55.0,0.0,LightGBM,2026-05-12,2025-05-12,2026-04-29,49447,237,0.01,-0.01,1,1,rank_return,0.2,0,227,0.9956140350877192,3.3598,0.0699646643109541,0.1860556208382295,0.0153167455228711,0.766881028815614,0.2794759825327511,-0.8037441048034935,0.0,-1.67145,0,0,0,0,0,0.5594713656387665,0.7136563876651982,0.7876106194690266,0.27312775330396477,0.6784140969162996,6,0.381877822012012,0.618122177987988,3,0,0,5,1,0,0,0,高位回落,高风险,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,不出手,0,Top候选全部脆弱,3,0
2026-05-13,603666,亿嘉和,沪市主板,自动化设备,30.39,0.3633,2.4608,2026-05-20,0.0259953932214545,上涨,1.0,1.0,0.0,0.757538415825175,0.2,0.5,1,0.0,,1.0,1,1,41.0,1.0,LightGBM,2026-05-13,2025-05-13,2026-04-30,49466,237,0.01,-0.01,1,1,rank_return,0.2,0,227,0.9956140350877192,2.4608,0.0596234309623431,0.1788207913110937,0.0159741704006525,0.7845659162725778,0.6593886462882096,0.9682960698689956,0.75,0.808325,0,0,0,0,0,0.42731277533039647,0.7136563876651982,0.7743362831858407,0.2907488986784141,0.6696035242290749,6,0.3404078980537249,0.659592101946275,4,0,0,1,0,5,1,0,中性,高风险,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Top1,1,高风险市场，只保留最强合格Top1,1,1
2026-05-13,920035,精创电气,北交所,自动化设备,32.27,1.38,7.97,2026-05-20,-0.0176634645181283,下跌,0.0,0.9955156950672646,0.0044843049327354,0.7329716069018547,0.2,0.5,2,0.0,,0.9955156950672646,1,2,82.0,0.0,LightGBM,2026-05-13,2025-05-13,2026-04-30,49466,237,0.01,-0.01,1,1,rank_return,0.2,0,227,0.9956140350877192,7.97,0.0195892575039495,0.2293333333333334,0.0190138884224558,0.7734470157401405,0.6593886462882096,0.9682960698689956,0.75,0.808325,0,0,0,0,0,0.8414096916299559,0.4801762114537445,0.8451327433628318,0.40969162995594716,0.6387665198237885,6,0.3404078980537249,0.659592101946275,4,0,0,1,0,5,1,0,中性,高风险,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,Top1,1,高风险市场，只保留最强合格Top1,2,0
2026-05-13,920396,常辅股份,北交所,自动化设备,30.25,1.58,3.14,2026-05-20,-0.1008264462809918,下跌,0.0,0.9910313901345292,0.0089686098654708,0.7275002191712209,0.2,0.5,3,0.0,,0.9910313901345292,1,3,202.0,0.0,LightGBM,2026-05-13,2025-05-13,2026-04-30,49466,237,0.01,-0.01,1,1,rank_return,0.2,0,227,0.9956140350877192,3.14,0.0373799725651577,0.0049833887043189,0.008199289273838,0.5790754256498598,0.6593886462882096,0.9682960698689956,0.75,0.808325,0,0,0,0,0,0.5198237885462555,0.5947136563876652,0.336283185840708,0.048458149779735685,0.43171806167400884,6,0.3404078980537249,0.659592101946275,4,0,0,1,0,5,1,0,中性,高风险,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,Top1,1,高风险市场，只保留最强合格Top1,3,0
2026-05-14,603127,昭衍新药,沪市主板,医疗服务,37.95,-3.8754,4.4307,2026-05-21,0.1270092226613965,上涨,1.0,1.0,0.0,0.7292873064249279,0.2,0.5,1,0.0,,1.0,1,1,6.0,1.0,LightGBM,2026-05-14,2025-05-14,2026-05-06,49481,237,0.01,-0.01,1,1,rank_return,0.2,0,227,0.9956140350877192,4.4307,-0.0360680721361441,0.0443037974683544,0.0307055103897471,0.3779069766709491,0.1572052401746725,-2.030117467248908,0.0,-3.8754,0,0,0,0,0,0.6828193832599119,0.23348017621145375,0.5309734513274337,0.6123348017621145,0.4052863436123348,6,0.5093282140678369,0.49067178593216304,1,0,0,1,2,3,0,0,低风险,低风险,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,不出手,0,Top候选全部脆弱,1,0
2026-05-14,600895,张江高科,沪市主板,房地产开发,35.58,-4.2261,2.6697,2026-05-21,0.0486228218100057,上涨,1.0,0.9955156950672646,0.0044843049327354,0.6260943057056867,0.2,0.5,2,0.0,,0.9955156950672646,1,2,26.0,1.0,LightGBM,2026-05-14,2025-05-14,2026-05-06,49481,237,0.01,-0.01,1,1,rank_return,0.2,0,227,0.9956140350877192,2.6697,-0.0634377467754673,-0.0222588623248145,0.0243191878146802,0.1981776764924418,0.1572052401746725,-2.030117467248908,0.0,-4.2261,0,0,0,0,0,0.4713656387665198,0.10572687224669604,0.2920353982300885,0.4933920704845815,0.28193832599118945,6,0.5093282140678369,0.49067178593216304,1,0,0,1,2,3,0,0,低风险,低风险,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,,不出手,0,Top候选全部脆弱,2,0
2026-05-14,920953,国子软件,北交所,IT服务Ⅱ,30.0,-3.57,2.21,2026-05-21,-0.064,下跌,0.0,0.9910313901345292,0.0089686098654708,0.6225068010626518,0.2,0.5,3,0.0,,0.9910313901345292,1,3,168.0,0.0,LightGBM,2026-05-14,2025-05-14,2026-05-06,49481,237,0.01,-0.01,1,1,rank_return,0.2,0,227,0.9956140350877192,2.21,-0.0066225165562913,0.0263427984946971,0.0415030229681748,0.2857142856734694,0.1572052401746725,-2.030117467248908,0.2,-1.36572,0,0,0,0,0,0.3524229074889868,0.5198237885462555,0.4911504424778761,0.8149779735682819,0.33480176211453744,6,0.5093282140678369,0.49067178593216304,1,0,0,1,2,3,0,0,低风险,低风险,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,不出手,0,Top候选全部脆弱,3,0
2026-05-15,600176,中国巨石,沪市主板,玻璃玻纤,33.86,-9.9947,5.2127,2026-05-22,0.1326048434731246,上涨,1.0,1.0,0.0,0.8261205615927253,0.2,0.5,1,0.0,,1.0,1,1,14.0,1.0,LightGBM,2026-05-15,2025-05-15,2026-05-07,49496,237,0.01,-0.01,1,1,rank_return,0.2,0,227,0.9956140350877192,5.2127,-0.1089473684210526,0.0428087465352633,0.0441965895919168,0.3311111110743209,0.3930131004366812,-0.558217903930131,0.0,-9.9947,0,0,0,0,0,0.73568281938326,0.05286343612334802,0.5663716814159292,0.8414096916299559,0.42290748898678415,6,0.5338241994679492,0.4661758005320508,1,0,0,0,1,5,0,0,中性,低风险,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,,不出手,0,Top候选全部脆弱,1,0
2026-05-15,600895,张江高科,沪市主板,房地产开发,34.82,-2.136,3.7488,2026-05-22,0.1387133831131533,上涨,1.0,0.9955156950672646,0.0044843049327354,0.8225083276570669,0.2,0.5,2,0.0,,0.9955156950672646,1,2,12.0,1.0,LightGBM,2026-05-15,2025-05-15,2026-05-07,49496,237,0.01,-0.01,1,1,rank_return,0.2,0,227,0.9956140350877192,3.7488,-0.0717142095441215,-0.0667381399088716,0.0246170028752688,0.0551876379569122,0.3930131004366812,-0.558217903930131,0.0,-2.136,0,0,0,0,0,0.6211453744493393,0.12334801762114538,0.19469026548672566,0.5374449339207048,0.13215859030837004,6,0.5338241994679492,0.4661758005320508,1,0,0,0,1,5,0,0,中性,低风险,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,不出手,0,Top候选全部脆弱,2,0
2026-05-15,002552,宝鼎科技,深市主板,元件,32.13,-5.0812,10.6391,2026-05-22,0.239340180516651,上涨,1.0,0.9910313901345292,0.0089686098654708,0.803097237863852,0.2,0.5,3,0.0,,0.9910313901345292,1,3,1.0,1.0,LightGBM,2026-05-15,2025-05-15,2026-05-07,49496,237,0.01,-0.01,1,1,rank_return,0.2,0,227,0.9956140350877192,10.6391,0.1620253164556964,0.6857292759706193,0.0702494919320364,0.732708089054355,0.3930131004366812,-0.558217903930131,0.0,-2.7243,0,0,0,0,0,0.8986784140969163,0.9691629955947136,0.9911504424778761,0.9779735682819384,0.788546255506608,6,0.5338241994679492,0.4661758005320508,1,0,0,0,1,5,0,0,中性,低风险,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,,不出手,0,Top候选全部脆弱,3,0
2026-05-18,600176,中国巨石,沪市主板,玻璃玻纤,34.14,0.8269,3.4474,2026-05-25,0.1546572934973638,上涨,1.0,1.0,0.0,0.8924899073935335,0.2,0.5,1,0.0,,1.0,1,1,9.0,1.0,LightGBM,2026-05-18,2025-05-19,2026-05-08,49311,236,0.01,-0.01,1,1,rank_return,0.2,0,227,0.9956140350877192,3.4474,-0.101815311760063,0.0977491961414791,0.0453341107272261,0.3514124293388233,0.3842794759825327,-0.2343244541484716,1.0,0.8269,0,0,0,0,0,0.6519823788546255,0.06167400881057269,0.6858407079646017,0.8546255506607929,0.43612334801762115,6,0.5691803181538609,0.4308196818461391,1,0,0,0,0,6,0,0,中性,低风险,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Top1,1,只保留Top1,1,1
2026-05-18,600895,张江高科,沪市主板,房地产开发,34.53,-0.8329,3.1623,2026-05-25,0.1691282942368952,上涨,1.0,0.9955156950672646,0.0044843049327354,0.8404743434221894,0.2,0.5,2,0.0,,0.9955156950672646,1,2,8.0,1.0,LightGBM,2026-05-18,2025-05-19,2026-05-08,49311,236,0.01,-0.01,1,1,rank_return,0.2,0,227,0.9956140350877192,3.1623,-0.1019505851755526,-0.0503300330033003,0.0129629077444887,0.0804828973681118,0.3842794759825327,-0.2343244541484716,0.0,-0.8329,0,0,0,0,0,0.6167400881057269,0.05726872246696035,0.2831858407079646,0.15418502202643172,0.22026431718061673,6,0.5691803181538609,0.4308196818461391,1,0,0,0,0,6,0,0,中性,低风险,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,Top1,1,只保留Top1,2,0
2026-05-18,600206,有研新材,沪市主板,半导体,30.62,0.1308,9.1927,2026-05-25,-0.0078380143696931,下跌,0.0,0.9910313901345292,0.0089686098654708,0.8115811100481547,0.2,0.5,3,0.0,,0.9910313901345292,1,3,91.0,0.0,LightGBM,2026-05-18,2025-05-19,2026-05-08,49311,236,0.01,-0.01,1,1,rank_return,0.2,0,227,0.9956140350877192,9.1927,-0.068451475509583,0.3880326382592929,0.0344886765649379,0.758147512799473,0.3842794759825327,-0.2343244541484716,1.0,0.46498,0,0,0,0,0,0.8810572687224669,0.1894273127753304,0.9646017699115044,0.7092511013215859,0.8105726872246696,6,0.5691803181538609,0.4308196818461391,1,0,0,0,0,6,0,0,中性,低风险,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,Top1,1,只保留Top1,3,0
