trade_date,symbol,name,board,industry,close,pct_chg,turnover_pct,future_5_trade_date,future_5_return,future_5_direction,future_5_up_label,predicted_top_quantile_prob,predicted_non_top_quantile_prob,top_quantile_threshold,target_threshold,rank_by_raw_top_quantile_prob,overheat_penalty,overheat_penalty_reason,top_quantile_signal_score,predicted_top_quantile,rank_by_top_quantile_prob,actual_future_5_return_rank,actual_top_quantile_label,model_type,anchor_date,train_start,train_end,train_rows,train_dates,train_label_up_threshold,train_label_down_threshold,train_exclude_st,prediction_exclude_st,target_mode,top_quantile,overheat_penalty_enabled,anchor_stock_count,anchor_coverage_ratio,turnover_pct_feature,ret_5,ret_20,volatility_5,range_pos_20,market_up_ratio,market_avg_pct_chg,industry_up_ratio,industry_avg_pct_chg,is_pre_holiday_3,is_post_holiday_3,pre_holiday_tday,post_holiday_tday,holiday_gap_days,turnover_pct_pctile,ret_5_pctile,ret_20_pctile,volatility_5_pctile,range_pos_20_pctile,market_index_count,market_avg_up_prob,market_avg_down_prob,market_high_risk_count,weak_trend_count,rebound_count,pullback_count,low_risk_count,neutral_count,high_position_reversal_risk_count,exhausted_rebound_risk_count,aggregate_market_regime,aggregate_market_risk_level,is_overheat_candidate,is_weak_industry_candidate,is_volatility_industry_drag_candidate,is_medium_hot_short_broken_candidate,is_high_risk_intraday_break_candidate,is_high_risk_limit_up_chase_candidate,is_breadth_divergence_chase_candidate,is_medium_risk_crowded_momentum_candidate,is_medium_risk_late_trend_candidate,is_crowded_intraday_break_candidate,is_late_high_position_weakening_candidate,is_extreme_momentum_extension_candidate,is_extreme_weak_market_extension_candidate,is_rebound_crowded_chase_candidate,is_rebound_limit_up_volatility_candidate,is_weak_breadth_sideways_candidate,is_high_risk_pullback_short_weak_candidate,is_high_risk_pullback_crowded_candidate,is_trend_break_candidate,is_weak_market_low_position_candidate,is_high_risk_tail_chase_candidate,is_weak_market_weak_industry_down_candidate,is_backup_low_elastic_candidate,is_low_turnover_spike_fade_candidate,is_fragile_candidate,signal_eligible_rank,signal_action,signal_count,signal_reason,final_signal_rank,is_final_signal
2025-05-06,920092,汉鑫科技,北交所,IT服务Ⅱ,44.67,5.08,11.19,2025-05-13,-0.0094022834116856,下跌,0.0,0.5981921083741325,0.4018078916258675,0.2,0.5,1,0.0,,0.5981921083741325,1,1,152.0,0.0,LightGBM,2025-05-06,2024-05-06,2025-04-25,7643,239,0.01,-0.01,1,1,top_quantile,0.2,0,207,0.9078947368421052,11.19,0.1320324379118094,0.0671285236502627,0.0385955809731508,0.8731971153321396,0.9282296650717704,3.0018894736842108,1.0,3.38776,0,1,0,1,6,0.9033816425120773,0.9230769230769231,0.7368421052631579,0.782608695652174,0.7692307692307693,6,0.12163007364292024,0.8783699263570798,6,0,0,0,0,6,0,0,中性,高风险,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,不出手,0,Top1分数不足,1,0
2025-05-06,920046,亿能电力,北交所,电网设备,17.02,5.52,10.0,2025-05-13,0.0634547591069332,上涨,1.0,0.5935406078480892,0.4064593921519108,0.2,0.5,2,0.0,,0.5935406078480892,1,2,23.0,1.0,LightGBM,2025-05-06,2024-05-06,2025-04-25,7643,239,0.01,-0.01,1,1,top_quantile,0.2,0,207,0.9078947368421052,10.0,0.0071005917159763,0.055176689398636,0.072109995836432,0.6693333332440888,0.9282296650717704,3.0018894736842108,1.0,2.745585714285714,0,1,0,1,6,0.893719806763285,0.23076923076923078,0.6842105263157895,0.9806763285024155,0.28205128205128205,6,0.12163007364292024,0.8783699263570798,6,0,0,0,0,6,0,0,中性,高风险,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,不出手,0,Top1分数不足,2,0
2025-05-06,920953,国子软件,北交所,IT服务Ⅱ,40.8,4.45,20.62,2025-05-13,-0.0460784313725488,下跌,0.0,0.560873331078093,0.439126668921907,0.2,0.5,3,0.0,,0.560873331078093,1,3,198.0,0.0,LightGBM,2025-05-06,2024-05-06,2025-04-25,7643,239,0.01,-0.01,1,1,top_quantile,0.2,0,207,0.9078947368421052,20.62,0.2046058458813109,0.2496171516079632,0.053383505208828,0.9373266777073028,0.9282296650717704,3.0018894736842108,1.0,3.38776,0,1,0,1,6,0.9565217391304348,0.9487179487179487,0.9736842105263158,0.9371980676328503,0.9230769230769231,6,0.12163007364292024,0.8783699263570798,6,0,0,0,0,6,0,0,中性,高风险,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,不出手,0,Top1分数不足,3,0
2025-05-07,603082,北自科技,沪市主板,自动化设备,39.52,1.0,8.9,2025-05-14,-0.013917004048583,下跌,0.0,0.5941720919892839,0.4058279080107161,0.2,0.5,1,0.0,,0.5941720919892839,1,1,157.0,0.0,LightGBM,2025-05-07,2024-05-07,2025-04-25,7646,238,0.01,-0.01,1,1,top_quantile,0.2,0,207,0.9078947368421052,8.9,0.0471648118706942,-0.0002529724260055,0.0246923389997381,0.9054054052524662,0.5741626794258373,0.5680468899521531,0.3333333333333333,-1.3948,0,1,0,2,6,0.8405797101449275,0.46153846153846156,0.39473684210526316,0.5700483091787439,0.8888888888888888,6,0.5352302641940178,0.4647697358059823,1,0,0,1,2,3,1,0,低风险,低风险,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,不出手,0,Top1分数不足,1,0
2025-05-07,920047,诺思兰德,北交所,生物制品,17.3,-0.86,4.8,2025-05-14,-0.0647398843930636,下跌,0.0,0.5716402006457161,0.4283597993542839,0.2,0.5,2,0.0,,0.5716402006457161,1,2,201.0,0.0,LightGBM,2025-05-07,2024-05-07,2025-04-25,7646,238,0.01,-0.01,1,1,top_quantile,0.2,0,207,0.9078947368421052,4.8,0.0359281437125749,0.1564171122994653,0.0442396053315361,0.6573208721717569,0.5741626794258373,0.5680468899521531,0.0,-1.54185,0,1,0,2,6,0.6521739130434783,0.358974358974359,0.8947368421052632,0.8647342995169082,0.2946859903381642,6,0.5352302641940178,0.4647697358059823,1,0,0,1,2,3,1,0,低风险,低风险,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,不出手,0,Top1分数不足,2,0
2025-05-07,920953,国子软件,北交所,IT服务Ⅱ,39.94,-2.11,18.06,2025-05-14,0.0125187781672508,上涨,1.0,0.5646230213956087,0.4353769786043913,0.2,0.5,3,0.0,,0.5646230213956087,1,3,84.0,0.0,LightGBM,2025-05-07,2024-05-07,2025-04-25,7646,238,0.01,-0.01,1,1,top_quantile,0.2,0,207,0.9078947368421052,18.06,0.1408169094544415,0.2070111816258686,0.0599641700505184,0.8358520062097,0.5741626794258373,0.5680468899521531,0.2,-0.5526199999999999,0,1,0,2,6,0.961352657004831,0.8974358974358975,0.9210526315789473,0.9806763285024155,0.7294685990338164,6,0.5352302641940178,0.4647697358059823,1,0,0,1,2,3,1,0,低风险,低风险,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,不出手,0,Top1分数不足,3,0
2025-05-08,920953,国子软件,北交所,IT服务Ⅱ,39.54,-1.0,10.16,2025-05-15,-0.0232675771370763,下跌,0.0,0.6517398453472988,0.3482601546527012,0.2,0.5,1,0.0,,0.6517398453472988,1,1,132.0,0.0,LightGBM,2025-05-08,2024-05-08,2025-04-25,7650,237,0.01,-0.01,1,1,top_quantile,0.2,0,207,0.9078947368421052,10.16,0.1625992355189651,0.503993914035755,0.0560292851944398,0.7847180108681188,0.6507177033492823,0.8275928229665073,0.4,0.0069999999999999,0,1,0,3,6,0.9033816425120773,0.9178743961352657,0.8947368421052632,0.966183574879227,0.5120772946859904,6,0.44206767704517524,0.5579323229548248,2,0,0,0,2,4,0,0,低风险,中风险,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,不出手,0,低覆盖股票池下高风险假强反弹,1,0
2025-05-08,920047,诺思兰德,北交所,生物制品,17.14,-0.92,2.92,2025-05-15,-0.0478413068844807,下跌,0.0,0.586465756831504,0.4135342431684959,0.2,0.5,2,0.0,,0.586465756831504,1,2,181.0,0.0,LightGBM,2025-05-08,2024-05-08,2025-04-25,7650,237,0.01,-0.01,1,1,top_quantile,0.2,0,207,0.9078947368421052,2.92,-0.050415512465374,0.2677514792899409,0.0170956190036458,0.6271721957934958,0.6507177033492823,0.8275928229665073,0.0,-0.46,0,1,0,3,6,0.5700483091787439,0.01932367149758454,0.5526315789473685,0.40096618357487923,0.2608695652173913,6,0.44206767704517524,0.5579323229548248,2,0,0,0,2,4,0,0,低风险,中风险,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,不出手,0,低覆盖股票池下高风险假强反弹,2,0
2025-05-08,920026,卓兆点胶,北交所,专用设备,30.08,0.57,19.28,2025-05-15,-0.0066489361702127,下跌,0.0,0.5699036060016438,0.4300963939983562,0.2,0.5,3,0.0,,0.5699036060016438,1,3,95.0,0.0,LightGBM,2025-05-08,2024-05-08,2025-04-25,7650,237,0.01,-0.01,1,1,top_quantile,0.2,0,207,0.9078947368421052,19.28,0.2543786488740616,0.5378323108384457,0.0954598067834583,0.7012987012531623,0.6507177033492823,0.8275928229665073,0.6666666666666666,0.1994666666666666,0,1,0,3,6,0.9710144927536232,0.9806763285024155,1.0,0.9951690821256038,0.3864734299516908,6,0.44206767704517524,0.5579323229548248,2,0,0,0,2,4,0,0,低风险,中风险,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,不出手,0,低覆盖股票池下高风险假强反弹,3,0
2025-05-09,920199,倍益康,北交所,小家电,29.1,-8.29,17.96,2025-05-16,0.0274914089347078,上涨,1.0,0.6652655203870544,0.3347344796129455,0.2,0.5,1,0.0,,0.6652655203870544,1,1,45.0,0.0,LightGBM,2025-05-09,2024-05-09,2025-04-28,7821,237,0.01,-0.01,1,1,top_quantile,0.2,0,207,0.9078947368421052,17.96,0.2956366874443454,0.2652173913043478,0.1565885272091275,0.4736842104979855,0.291866028708134,-0.3116397129186602,0.25,-2.168475,0,0,0,0,0,0.961352657004831,0.9855072463768116,0.6578947368421053,1.0,0.21739130434782608,6,0.15912982362023823,0.8408701763797617,6,0,0,6,0,0,0,0,高位回落,高风险,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,不出手,0,Top候选全部脆弱,1,0
