trade_date,symbol,name,board,industry,close,pct_chg,turnover_pct,future_5_trade_date,future_5_return,future_5_direction,future_5_up_label,predicted_top_quantile_prob,predicted_non_top_quantile_prob,predicted_return_rank_score,top_quantile_threshold,target_threshold,rank_by_raw_top_quantile_prob,overheat_penalty,overheat_penalty_reason,top_quantile_signal_score,predicted_top_quantile,rank_by_top_quantile_prob,actual_future_5_return_rank,actual_top_quantile_label,model_type,anchor_date,train_start,train_end,train_rows,train_dates,train_label_up_threshold,train_label_down_threshold,train_exclude_st,prediction_exclude_st,target_mode,top_quantile,overheat_penalty_enabled,anchor_stock_count,anchor_coverage_ratio,turnover_pct_feature,ret_5,ret_20,volatility_5,range_pos_20,market_up_ratio,market_avg_pct_chg,industry_up_ratio,industry_avg_pct_chg,is_pre_holiday_3,is_post_holiday_3,pre_holiday_tday,post_holiday_tday,holiday_gap_days,turnover_pct_pctile,ret_5_pctile,ret_20_pctile,volatility_5_pctile,range_pos_20_pctile,market_index_count,market_avg_up_prob,market_avg_down_prob,market_high_risk_count,weak_trend_count,rebound_count,pullback_count,low_risk_count,neutral_count,high_position_reversal_risk_count,exhausted_rebound_risk_count,aggregate_market_regime,aggregate_market_risk_level,is_overheat_candidate,is_weak_industry_candidate,is_volatility_industry_drag_candidate,is_medium_hot_short_broken_candidate,is_high_risk_intraday_break_candidate,is_high_risk_limit_up_chase_candidate,is_breadth_divergence_chase_candidate,is_medium_risk_crowded_momentum_candidate,is_medium_risk_late_trend_candidate,is_crowded_intraday_break_candidate,is_late_high_position_weakening_candidate,is_extreme_momentum_extension_candidate,is_extreme_weak_market_extension_candidate,is_rebound_crowded_chase_candidate,is_rebound_limit_up_volatility_candidate,is_weak_breadth_sideways_candidate,is_high_risk_pullback_short_weak_candidate,is_high_risk_pullback_crowded_candidate,is_trend_break_candidate,is_weak_market_low_position_candidate,is_high_risk_tail_chase_candidate,is_weak_market_weak_industry_down_candidate,is_backup_low_elastic_candidate,is_low_turnover_spike_fade_candidate,is_sharp_drop_rebound_candidate,is_fragile_candidate,signal_eligible_rank,signal_action,signal_count,signal_reason,final_signal_rank,is_final_signal
2025-10-14,920047,诺思兰德,北交所,生物制品,24.08,-1.15,1.58,2025-10-21,0.0739202657807309,上涨,1.0,0.995260663507109,0.004739336492891,0.7757118269052893,0.2,0.5,2,0.0,,0.995260663507109,1,2,20.0,1.0,LightGBM,2025-10-14,2024-10-14,2025-09-26,25888,238,0.01,-0.01,1,1,rank_return,0.2,0,215,0.9429824561403508,1.58,-0.0290322580645162,-0.1375358166189113,0.0195420494861139,0.3365695792335645,0.2534562211981567,-1.5487972350230417,0.0,-3.8573,0,0,0,0,0,0.2558139534883721,0.40930232558139534,0.07441860465116279,0.4372093023255814,0.5627906976744186,6,0.7450762651521382,0.2549237348478616,1,0,0,0,0,6,0,0,中性,低风险,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,不出手,0,Top候选全部脆弱,2,0
2025-10-14,603590,康辰药业,沪市主板,生物制品,46.4,-6.5646,2.9239,2025-10-21,0.0881465517241379,上涨,1.0,0.990521327014218,0.0094786729857819,0.7592252025504583,0.2,0.5,3,0.0,,0.990521327014218,1,3,16.0,1.0,LightGBM,2025-10-14,2024-10-14,2025-09-26,25888,238,0.01,-0.01,1,1,rank_return,0.2,0,215,0.9429824561403508,2.9239,-0.131574022084971,-0.1845342706502636,0.026453637123814,0.0253164556946001,0.2534562211981567,-1.5487972350230417,0.0,-3.8573,0,0,0,0,0,0.5255813953488372,0.03255813953488372,0.013953488372093023,0.6046511627906976,0.037209302325581395,6,0.7450762651521382,0.2549237348478616,1,0,0,0,0,6,0,0,中性,低风险,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,,不出手,0,Top候选全部脆弱,3,0
2025-10-15,600605,汇通能源,沪市主板,一般零售,31.28110056,0.1919,0.7042,2025-10-22,0.0833333333333334,上涨,1.0,1.0,0.0,0.810889707464824,0.2,0.5,1,0.0,,1.0,1,1,12.0,1.0,LightGBM,2025-10-15,2024-10-15,2025-09-29,26068,238,0.01,-0.01,1,1,rank_return,0.2,0,215,0.9429824561403508,0.7042,-0.0722748815165876,-0.0992234685073339,0.0148296657169997,0.0728971962480391,0.8064516129032258,1.4908451612903226,1.0,0.1919,0,0,0,0,0,0.09302325581395349,0.09767441860465116,0.12093023255813953,0.2,0.009302325581395349,6,0.8913959316857967,0.10860406831420326,3,0,2,1,0,3,1,2,超跌反弹,中风险,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,不出手,0,候选股行业弱势过多,1,0
2025-10-15,001336,楚环科技,深市主板,环保设备Ⅱ,22.96133147,-0.3899,3.2759,2025-10-22,0.0465419747716397,上涨,1.0,0.995260663507109,0.004739336492891,0.7936249524909629,0.2,0.5,2,0.0,,0.995260663507109,1,2,25.0,1.0,LightGBM,2025-10-15,2024-10-15,2025-09-29,26068,238,0.01,-0.01,1,1,rank_return,0.2,0,215,0.9429824561403508,3.2759,-0.0060527453523561,-0.0038994800693241,0.0150586331488031,0.7339743587388172,0.8064516129032258,1.4908451612903226,0.0,-0.3899,0,0,0,0,0,0.6511627906976745,0.5023255813953489,0.5116279069767442,0.2186046511627907,0.8465116279069768,6,0.8913959316857967,0.10860406831420326,3,0,2,1,0,3,1,2,超跌反弹,中风险,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,不出手,0,候选股行业弱势过多,2,0
2025-10-15,600938,中国海油,沪市主板,油气开采Ⅱ,25.81797519,-0.1131,1.2202,2025-10-22,0.0508182690681406,上涨,1.0,0.990521327014218,0.0094786729857819,0.7895399026991653,0.2,0.5,3,0.0,,0.990521327014218,1,3,23.0,1.0,LightGBM,2025-10-15,2024-10-15,2025-09-29,26068,238,0.01,-0.01,1,1,rank_return,0.2,0,215,0.9429824561403508,1.2202,0.0137772675086107,0.0208092485549133,0.0122488137062506,0.4525547441866155,0.8064516129032258,1.4908451612903226,0.0,-0.1131,0,0,0,0,0,0.22325581395348837,0.641860465116279,0.6232558139534884,0.13023255813953488,0.5441860465116279,6,0.8913959316857967,0.10860406831420326,3,0,2,1,0,3,1,2,超跌反弹,中风险,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,不出手,0,候选股行业弱势过多,3,0
2025-10-16,920748,路桥信息,北交所,IT服务Ⅱ,34.33,-11.45,4.66,2025-10-23,0.3137197786192836,上涨,1.0,1.0,0.0,0.7934801468088877,0.2,0.5,1,0.0,,1.0,1,1,2.0,1.0,LightGBM,2025-10-16,2024-10-16,2025-09-30,26244,238,0.01,-0.01,1,1,rank_return,0.2,0,215,0.9429824561403508,4.66,-0.0968166272033674,-0.3993000874890638,0.0777917836204656,0.1182795698883703,0.2764976958525346,-0.8780815668202765,0.0,-3.3022,0,0,0,0,0,0.7976744186046512,0.07906976744186046,0.004651162790697674,0.986046511627907,0.16279069767441862,6,0.7505231921626967,0.24947680783730322,1,0,0,0,0,6,0,0,中性,低风险,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,,不出手,0,市场脆弱且候选股风险过多,1,0
2025-10-16,600593,大连圣亚,沪市主板,旅游及景区,36.89,2.08,4.91,2025-10-23,0.3177012740580103,上涨,1.0,0.995260663507109,0.004739336492891,0.7823235073284468,0.2,0.5,2,0.0,,0.995260663507109,1,2,1.0,1.0,LightGBM,2025-10-16,2024-10-16,2025-09-30,26244,238,0.01,-0.01,1,1,rank_return,0.2,0,215,0.9429824561403508,4.91,0.1243523316062176,-0.0492268041237112,0.0197792634974864,0.5905405404607376,0.2764976958525346,-0.8780815668202765,0.6666666666666666,0.7390666666666666,0,0,0,0,0,0.8093023255813954,0.9674418604651163,0.3116279069767442,0.4186046511627907,0.7395348837209302,6,0.7505231921626967,0.24947680783730322,1,0,0,0,0,6,0,0,中性,低风险,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,不出手,0,市场脆弱且候选股风险过多,2,0
2025-10-16,001336,楚环科技,深市主板,环保设备Ⅱ,22.40202979,-2.4358,2.3412,2025-10-23,0.0744562089076661,上涨,1.0,0.990521327014218,0.0094786729857819,0.7792666309964501,0.2,0.5,3,0.0,,0.990521327014218,1,3,15.0,1.0,LightGBM,2025-10-16,2024-10-16,2025-09-30,26244,238,0.01,-0.01,1,1,rank_return,0.2,0,215,0.9429824561403508,2.3412,-0.0123293703214442,-0.0327727468736523,0.0169487665835352,0.5544871793092372,0.2764976958525346,-0.8780815668202765,0.0,-2.4358,0,0,0,0,0,0.5069767441860465,0.6,0.4,0.3209302325581395,0.7116279069767442,6,0.7505231921626967,0.24947680783730322,1,0,0,0,0,6,0,0,中性,低风险,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,不出手,0,市场脆弱且候选股风险过多,3,0
2025-10-17,001336,楚环科技,深市主板,环保设备Ⅱ,22.25221684,-0.6687,2.4748,2025-10-24,0.1028114716142591,上涨,1.0,1.0,0.0,0.8232670238871249,0.2,0.5,1,0.0,,1.0,1,1,19.0,1.0,LightGBM,2025-10-17,2024-10-17,2025-10-09,26411,238,0.01,-0.01,1,1,rank_return,0.2,0,215,0.9429824561403508,2.4748,-0.0413080895008606,-0.0437768240343348,0.0090400844854229,0.5064102562477423,0.1244239631336405,-2.6960829493087557,0.0,-0.6687,0,0,0,0,0,0.5116279069767442,0.5116279069767442,0.5302325581395348,0.04186046511627907,0.7906976744186046,6,0.5308057620346753,0.46919423796532467,2,0,0,0,0,6,0,0,中性,中风险,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,不出手,0,Top候选全部脆弱,1,0
2025-10-17,003019,宸展光电,深市主板,光学光电子,32.45,-3.5088,1.906,2025-10-24,0.043759630200308,上涨,1.0,0.995260663507109,0.004739336492891,0.8156556292479225,0.2,0.5,2,0.0,,0.995260663507109,1,2,72.0,0.0,LightGBM,2025-10-17,2024-10-17,2025-10-09,26411,238,0.01,-0.01,1,1,rank_return,0.2,0,215,0.9429824561403508,1.906,-0.0555878928987193,-0.2121874241320708,0.0296087059274105,0.0760608486728536,0.1244239631336405,-2.6960829493087557,0.0,-3.8714,0,0,0,0,0,0.4046511627906977,0.4046511627906977,0.013953488372093023,0.6651162790697674,0.35348837209302325,6,0.5308057620346753,0.46919423796532467,2,0,0,0,0,6,0,0,中性,中风险,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,不出手,0,Top候选全部脆弱,2,0
2025-10-17,002273,水晶光电,深市主板,光学光电子,23.55,-4.8869,2.9765,2025-10-24,0.0717622080679405,上涨,1.0,0.990521327014218,0.0094786729857819,0.8156032960265098,0.2,0.5,3,0.0,,0.990521327014218,1,3,32.0,1.0,LightGBM,2025-10-17,2024-10-17,2025-10-09,26411,238,0.01,-0.01,1,1,rank_return,0.2,0,215,0.9429824561403508,2.9765,-0.1277777777777777,-0.1179775280898876,0.0394012143925536,0.0089605734750968,0.1244239631336405,-2.6960829493087557,0.0,-3.8714,0,0,0,0,0,0.5906976744186047,0.03255813953488372,0.1813953488372093,0.7953488372093023,0.13953488372093023,6,0.5308057620346753,0.46919423796532467,2,0,0,0,0,6,0,0,中性,中风险,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,,不出手,0,Top候选全部脆弱,3,0
2025-10-20,600673,东阳光,沪市主板,综合Ⅱ,20.19,-0.74,1.38,2025-10-27,0.0921248142644872,上涨,1.0,1.0,0.0,0.8969751870458467,0.2,0.5,1,0.0,,1.0,1,1,21.0,1.0,LightGBM,2025-10-20,2024-10-21,2025-10-10,26564,237,0.01,-0.01,1,1,rank_return,0.2,0,214,0.9385964912280702,1.38,-0.0925842696629213,-0.1473817567567567,0.0237489555511327,0.0194805194773572,0.6666666666666666,1.0036458333333331,0.0,-0.74,0,0,0,0,0,0.32242990654205606,0.10747663551401869,0.04672897196261682,0.4392523364485981,0.018691588785046728,6,0.4569609698431554,0.5430390301568446,4,0,4,0,0,2,0,1,超跌反弹,高风险,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,Top1,1,高风险超跌反弹，只保留最强Top1,1,0
2025-10-20,002436,兴森科技,深市主板,元件,19.48,-0.256,4.1108,2025-10-27,0.0800821355236138,上涨,1.0,0.9952380952380953,0.0047619047619047,0.8379413450117599,0.2,0.5,2,0.0,,0.9952380952380953,1,2,23.0,1.0,LightGBM,2025-10-20,2024-10-21,2025-10-10,26564,237,0.01,-0.01,1,1,rank_return,0.2,0,214,0.9385964912280702,4.1108,-0.0365974282888228,-0.133066310636404,0.0688462907610098,0.1422018348406419,0.6666666666666666,1.0036458333333331,0.7142857142857143,0.4955571428571428,0,0,0,0,0,0.7663551401869159,0.43457943925233644,0.07476635514018691,0.9813084112149533,0.3411214953271028,6,0.4569609698431554,0.5430390301568446,4,0,4,0,0,2,0,1,超跌反弹,高风险,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Top1,1,高风险超跌反弹，只保留最强Top1,2,1
2025-10-20,001287,中电港,深市主板,其他电子Ⅱ,22.54,3.537,10.3433,2025-10-27,0.1739130434782609,上涨,1.0,0.9904761904761904,0.0095238095238094,0.8102952462306251,0.2,0.5,3,0.0,,0.9904761904761904,1,3,6.0,1.0,LightGBM,2025-10-20,2024-10-21,2025-10-10,26564,237,0.01,-0.01,1,1,rank_return,0.2,0,214,0.9385964912280702,10.3433,-0.0135667396061269,0.069767441860465,0.0482593906950941,0.4855643043344971,0.6666666666666666,1.0036458333333331,1.0,2.17805,0,0,0,0,0,0.9392523364485982,0.616822429906542,0.8504672897196262,0.883177570093458,0.7429906542056075,6,0.4569609698431554,0.5430390301568446,4,0,4,0,0,2,0,1,超跌反弹,高风险,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,Top1,1,高风险超跌反弹，只保留最强Top1,3,0
2025-10-21,600673,东阳光,沪市主板,综合Ⅱ,20.78,2.92,2.03,2025-10-28,0.0904716073147255,上涨,1.0,1.0,0.0,0.8920600302121274,0.2,0.5,1,0.0,,1.0,1,1,20.0,1.0,LightGBM,2025-10-21,2024-10-21,2025-10-13,26768,238,0.01,-0.01,1,1,rank_return,0.2,0,214,0.9385964912280702,2.03,-0.034835113794705,-0.0885964912280701,0.030190778705737,0.1152597402410293,0.8287037037037037,1.4822791666666666,1.0,2.92,0,0,0,0,0,0.49065420560747663,0.19158878504672897,0.17757009345794392,0.6542056074766355,0.12149532710280374,6,0.4845373207709492,0.5154626792290508,3,0,0,1,2,3,1,0,低风险,中风险,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,不出手,0,低覆盖股票池下高风险假强反弹,1,0
2025-10-21,603685,晨丰科技,沪市主板,光学光电子,19.15,1.5915,5.9202,2025-10-28,0.164490861618799,上涨,1.0,0.9952380952380953,0.0047619047619047,0.8846168718806193,0.2,0.5,2,0.0,,0.9952380952380953,1,2,4.0,1.0,LightGBM,2025-10-21,2024-10-21,2025-10-13,26768,238,0.01,-0.01,1,1,rank_return,0.2,0,214,0.9385964912280702,5.9202,0.1198830409356723,0.0550964187327824,0.0485985085443627,0.9509433958675676,0.8287037037037037,1.4822791666666666,1.0,1.6085666666666667,0,0,0,0,0,0.8504672897196262,0.9719626168224299,0.8084112149532711,0.8925233644859814,0.9813084112149533,6,0.4845373207709492,0.5154626792290508,3,0,0,1,2,3,1,0,低风险,中风险,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,不出手,0,低覆盖股票池下高风险假强反弹,2,0
