trade_date,symbol,name,board,industry,close,pct_chg,turnover_pct,future_5_trade_date,future_5_return,future_5_direction,future_5_up_label,predicted_top_quantile_prob,predicted_non_top_quantile_prob,predicted_return_rank_score,top_quantile_threshold,target_threshold,rank_by_raw_top_quantile_prob,overheat_penalty,overheat_penalty_reason,top_quantile_signal_score,predicted_top_quantile,rank_by_top_quantile_prob,actual_future_5_return_rank,actual_top_quantile_label,model_type,anchor_date,train_start,train_end,train_rows,train_dates,train_label_up_threshold,train_label_down_threshold,train_exclude_st,prediction_exclude_st,target_mode,top_quantile,overheat_penalty_enabled,anchor_stock_count,anchor_coverage_ratio,turnover_pct_feature,ret_5,ret_20,volatility_5,range_pos_20,market_up_ratio,market_avg_pct_chg,industry_up_ratio,industry_avg_pct_chg,is_pre_holiday_3,is_post_holiday_3,pre_holiday_tday,post_holiday_tday,holiday_gap_days,turnover_pct_pctile,ret_5_pctile,ret_20_pctile,volatility_5_pctile,range_pos_20_pctile,market_index_count,market_avg_up_prob,market_avg_down_prob,market_high_risk_count,weak_trend_count,rebound_count,pullback_count,low_risk_count,neutral_count,high_position_reversal_risk_count,exhausted_rebound_risk_count,aggregate_market_regime,aggregate_market_risk_level,is_overheat_candidate,is_weak_industry_candidate,is_volatility_industry_drag_candidate,is_medium_hot_short_broken_candidate,is_high_risk_intraday_break_candidate,is_high_risk_limit_up_chase_candidate,is_breadth_divergence_chase_candidate,is_medium_risk_crowded_momentum_candidate,is_medium_risk_late_trend_candidate,is_crowded_intraday_break_candidate,is_late_high_position_weakening_candidate,is_extreme_momentum_extension_candidate,is_extreme_weak_market_extension_candidate,is_rebound_crowded_chase_candidate,is_rebound_limit_up_volatility_candidate,is_weak_breadth_sideways_candidate,is_high_risk_pullback_short_weak_candidate,is_high_risk_pullback_crowded_candidate,is_trend_break_candidate,is_weak_market_low_position_candidate,is_high_risk_tail_chase_candidate,is_weak_market_weak_industry_down_candidate,is_backup_low_elastic_candidate,is_low_turnover_spike_fade_candidate,is_sharp_drop_rebound_candidate,is_fragile_candidate,signal_eligible_rank,signal_action,signal_count,signal_reason,final_signal_rank,is_final_signal
2025-10-09,601606,长城军工,沪市主板,地面兵装Ⅱ,42.91,0.5389,4.5455,2025-10-16,0.23747378233512,上涨,1.0,1.0,0.0,0.8102496827949813,0.2,0.5,1,0.0,,1.0,1,1,2.0,1.0,LightGBM,2025-10-09,2024-10-09,2025-09-23,25357,238,0.01,-0.01,1,1,rank_return,0.2,0,215,0.9429824561403508,4.5455,-0.0263217608350352,-0.341669223688248,0.0174962142212253,0.0715328467118474,0.6036866359447005,1.3600921658986174,1.0,0.5389,0,1,0,1,9,0.6930232558139535,0.26976744186046514,0.004651162790697674,0.3813953488372093,0.09302325581395349,6,0.7431296035045017,0.2568703964954982,6,0,0,6,0,0,6,0,高位回落,高风险,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,不出手,0,长假节后市场宽度不足,1,0
2025-10-09,603406,天富龙,沪市主板,化学纤维,45.04943937,0.9745,11.8147,2025-10-16,0.1076990568107041,上涨,1.0,0.995260663507109,0.004739336492891,0.6860676020492121,0.2,0.5,2,0.0,,0.995260663507109,1,2,9.0,1.0,LightGBM,2025-10-09,2024-10-09,2025-09-23,25357,238,0.01,-0.01,1,1,rank_return,0.2,0,215,0.9429824561403508,11.8147,0.031447963800905,0.0277276825969341,0.0386465141739632,0.3798449611658138,0.6036866359447005,1.3600921658986174,1.0,0.9745,0,1,0,1,9,0.9488372093023256,0.6930232558139535,0.5348837209302325,0.8465116279069768,0.3813953488372093,6,0.7431296035045017,0.2568703964954982,6,0,0,6,0,0,6,0,高位回落,高风险,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,不出手,0,长假节后市场宽度不足,2,0
2025-10-09,603099,长白山,沪市主板,旅游及景区,44.31,-2.9566,3.6011,2025-10-16,0.0715414127736402,上涨,1.0,0.990521327014218,0.0094786729857819,0.6664530460775656,0.2,0.5,3,0.0,,0.990521327014218,1,3,16.0,1.0,LightGBM,2025-10-09,2024-10-09,2025-09-23,25357,238,0.01,-0.01,1,1,rank_return,0.2,0,215,0.9429824561403508,3.6011,-0.0458656330749353,-0.1396116504854369,0.0189549079715574,0.0088353413647521,0.6036866359447005,1.3600921658986174,0.0,-2.66,0,1,0,1,9,0.5767441860465117,0.14883720930232558,0.03255813953488372,0.4232558139534884,0.009302325581395349,6,0.7431296035045017,0.2568703964954982,6,0,0,6,0,0,6,0,高位回落,高风险,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,不出手,0,长假节后市场宽度不足,3,0
2025-10-10,600593,大连圣亚,沪市主板,旅游及景区,33.32,1.55,2.76,2025-10-17,0.1398559423769507,上涨,1.0,1.0,0.0,0.623960885330346,0.2,0.5,1,0.0,,1.0,1,1,5.0,1.0,LightGBM,2025-10-10,2024-10-10,2025-09-24,25532,238,0.01,-0.01,1,1,rank_return,0.2,0,215,0.9429824561403508,2.76,-0.0677112479015109,-0.15,0.0259516781996033,0.0983606557242675,0.391705069124424,-0.7964345622119816,1.0,0.6914666666666666,0,1,0,2,9,0.48372093023255813,0.09302325581395349,0.018604651162790697,0.6,0.12558139534883722,6,0.8094539094818151,0.19054609051818497,0,0,0,0,4,2,0,0,低风险,低风险,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,不出手,0,长假节后市场宽度不足,1,0
2025-10-10,603099,长白山,沪市主板,旅游及景区,44.48,0.3837,2.7755,2025-10-17,0.0719424460431654,上涨,1.0,0.995260663507109,0.004739336492891,0.6130688484795283,0.2,0.5,2,0.0,,0.995260663507109,1,2,13.0,1.0,LightGBM,2025-10-10,2024-10-10,2025-09-24,25532,238,0.01,-0.01,1,1,rank_return,0.2,0,215,0.9429824561403508,2.7755,-0.041792330891857,-0.2054305108967488,0.0195357094203859,0.0259259259235248,0.391705069124424,-0.7964345622119816,1.0,0.6914666666666666,0,1,0,2,9,0.4883720930232558,0.23255813953488372,0.009302325581395349,0.4418604651162791,0.03255813953488372,6,0.8094539094818151,0.19054609051818497,0,0,0,0,4,2,0,0,低风险,低风险,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,不出手,0,长假节后市场宽度不足,2,0
2025-10-10,603199,九华旅游,沪市主板,旅游及景区,34.80012198,0.1407,1.7971,2025-10-17,-0.0168634064080945,下跌,0.0,0.990521327014218,0.0094786729857819,0.574685202401186,0.2,0.5,3,0.0,,0.990521327014218,1,3,66.0,0.0,LightGBM,2025-10-10,2024-10-10,2025-09-24,25532,238,0.01,-0.01,1,1,rank_return,0.2,0,215,0.9429824561403508,1.7971,-0.0417452194990574,-0.076084133991171,0.0096250432561822,0.0824088747885489,0.391705069124424,-0.7964345622119816,1.0,0.6914666666666666,0,1,0,2,9,0.2930232558139535,0.2372093023255814,0.14418604651162792,0.13953488372093023,0.10232558139534884,6,0.8094539094818151,0.19054609051818497,0,0,0,0,4,2,0,0,低风险,低风险,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,不出手,0,长假节后市场宽度不足,3,0
2025-10-13,600593,大连圣亚,沪市主板,旅游及景区,34.39,3.21,3.95,2025-10-20,0.2148880488514102,上涨,1.0,1.0,0.0,0.6838207959777399,0.2,0.5,1,0.0,,1.0,1,1,2.0,1.0,LightGBM,2025-10-13,2024-10-14,2025-09-25,25681,237,0.01,-0.01,1,1,rank_return,0.2,0,215,0.9429824561403508,3.95,0.0055555555555555,-0.112516129032258,0.0264137666269717,0.2527027026685534,0.3317972350230415,-0.177521198156682,0.6666666666666666,1.5439666666666667,0,1,0,3,9,0.6651162790697674,0.5534883720930233,0.11627906976744186,0.6139534883720931,0.34418604651162793,6,0.7872983414336482,0.21270165856635193,0,0,0,0,5,1,0,0,低风险,低风险,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,不出手,0,长假节后市场宽度不足,1,0
2025-10-13,603099,长白山,沪市主板,旅游及景区,45.45,2.1808,3.1944,2025-10-20,0.1414741474147414,上涨,1.0,0.995260663507109,0.004739336492891,0.6622902029337651,0.2,0.5,2,0.0,,0.995260663507109,1,2,3.0,1.0,LightGBM,2025-10-13,2024-10-14,2025-09-25,25681,237,0.01,-0.01,1,1,rank_return,0.2,0,215,0.9429824561403508,3.1944,0.0055309734513273,-0.1429379596454836,0.0203211002621789,0.2444649446268948,0.3317972350230415,-0.177521198156682,0.6666666666666666,1.5439666666666667,0,1,0,3,9,0.5348837209302325,0.5488372093023256,0.05581395348837209,0.4604651162790698,0.3302325581395349,6,0.7872983414336482,0.21270165856635193,0,0,0,0,5,1,0,0,低风险,低风险,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,不出手,0,长假节后市场宽度不足,2,0
2025-10-13,603199,九华旅游,沪市主板,旅游及景区,34.53604011,-0.7589,1.8986,2025-10-20,0.0039648824695552,上涨,1.0,0.990521327014218,0.0094786729857819,0.6346438340134868,0.2,0.5,3,0.0,,0.990521327014218,1,3,49.0,0.0,LightGBM,2025-10-13,2024-10-14,2025-09-25,25681,237,0.01,-0.01,1,1,rank_return,0.2,0,215,0.9429824561403508,1.8986,-0.0318069646284616,-0.0899484536082474,0.0081192256138402,0.0804248861787214,0.3317972350230415,-0.177521198156682,0.6666666666666666,1.5439666666666667,0,1,0,3,9,0.3023255813953488,0.24651162790697675,0.19069767441860466,0.06046511627906977,0.046511627906976744,6,0.7872983414336482,0.21270165856635193,0,0,0,0,5,1,0,0,低风险,低风险,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,不出手,0,长假节后市场宽度不足,3,0
2025-10-14,002956,西麦食品,深市主板,休闲食品,13.27060307,-0.9948,1.4468,2025-10-21,0.1316763617133791,上涨,1.0,1.0,0.0,0.8414600980051326,0.2,0.5,1,0.0,,1.0,1,1,6.0,1.0,LightGBM,2025-10-14,2024-10-14,2025-09-26,25888,238,0.01,-0.01,1,1,rank_return,0.2,0,215,0.9429824561403508,1.4468,-0.0573280159521435,-0.1225058004640371,0.0086381027887783,0.0596707818755086,0.2534562211981567,-1.5487972350230417,0.0,-0.9948,0,0,0,0,0,0.20930232558139536,0.2651162790697674,0.10232558139534884,0.07441860465116279,0.10697674418604651,6,0.7450762651521382,0.2549237348478616,1,0,0,0,0,6,0,0,中性,低风险,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,不出手,0,Top候选全部脆弱,1,0
