trade_date,symbol,name,board,industry,close,pct_chg,turnover_pct,future_5_trade_date,future_5_return,future_5_direction,future_5_up_label,predicted_top_quantile_prob,predicted_non_top_quantile_prob,top_quantile_threshold,target_threshold,rank_by_raw_top_quantile_prob,overheat_penalty,overheat_penalty_reason,top_quantile_signal_score,predicted_top_quantile,rank_by_top_quantile_prob,actual_future_5_return_rank,actual_top_quantile_label,model_type,anchor_date,train_start,train_end,train_rows,train_dates,train_label_up_threshold,train_label_down_threshold,train_exclude_st,prediction_exclude_st,target_mode,top_quantile,overheat_penalty_enabled,anchor_stock_count,anchor_coverage_ratio,turnover_pct_feature,ret_5,ret_20,volatility_5,range_pos_20,market_up_ratio,market_avg_pct_chg,industry_up_ratio,industry_avg_pct_chg,is_pre_holiday_3,is_post_holiday_3,pre_holiday_tday,post_holiday_tday,holiday_gap_days,turnover_pct_pctile,ret_5_pctile,ret_20_pctile,volatility_5_pctile,range_pos_20_pctile,market_index_count,market_avg_up_prob,market_avg_down_prob,market_high_risk_count,weak_trend_count,rebound_count,pullback_count,low_risk_count,neutral_count,aggregate_market_regime,aggregate_market_risk_level,is_overheat_candidate,is_weak_industry_candidate,is_volatility_industry_drag_candidate,is_medium_hot_short_broken_candidate,is_high_risk_intraday_break_candidate,is_high_risk_limit_up_chase_candidate,is_fragile_candidate,signal_eligible_rank,signal_action,signal_count,signal_reason,final_signal_rank,is_final_signal
2025-03-03,603319,美湖股份,沪市主板,汽车零部件,25.15404272,-9.9949,14.5894,2025-03-10,0.129086809470124,上涨,1.0,0.6855778734117738,0.3144221265882262,0.2,0.5,1,0.0,,0.6855778734117738,1,1,21.0,1.0,lightgbm,2025-03-03,2024-03-04,2025-02-21,45775,235,0.01,-0.01,1,1,top_quantile,0.2,0,208,0.912280701754386,14.5894,-0.0252747252747252,0.4090548054011118,0.0938805088828935,0.5757271815039083,0.6698564593301436,1.3797755980861246,0.4736842105263157,-0.4794421052631578,0,0,0,0,0,0.9230769230769231,0.4326923076923077,0.9516908212560387,0.9807692307692307,0.6346153846153846,6,0.5618432836952474,0.43815671630475256,0,0,0,0,0,6,中性,低风险,0,0,1,0,0,0,1,,Top1,1,只保留Top1,1,0
2025-03-03,605488,福莱新材,沪市主板,塑料,33.51409894,-2.0668,5.1015,2025-03-10,0.1867405670432744,上涨,1.0,0.6775394815752003,0.3224605184247997,0.2,0.5,2,0.0,,0.6775394815752003,1,2,6.0,1.0,lightgbm,2025-03-03,2024-03-04,2025-02-21,45775,235,0.01,-0.01,1,1,top_quantile,0.2,0,208,0.912280701754386,5.1015,-0.1660444444444444,0.4091318714328626,0.0348395883901418,0.4712720026350167,0.6698564593301436,1.3797755980861246,0.3333333333333333,-1.4572,0,0,0,0,0,0.7211538461538461,0.014423076923076924,0.9565217391304348,0.7067307692307693,0.5192307692307693,6,0.5618432836952474,0.43815671630475256,0,0,0,0,0,6,中性,低风险,0,1,0,0,0,0,1,,Top1,1,只保留Top1,2,0
2025-03-03,603978,深圳新星,沪市主板,金属新材料,14.1,9.9844,3.5519,2025-03-10,0.0460992907801418,上涨,1.0,0.6571227643806438,0.3428772356193562,0.2,0.5,3,0.0,,0.6571227643806438,1,3,79.0,0.0,lightgbm,2025-03-03,2024-03-04,2025-02-21,45775,235,0.01,-0.01,1,1,top_quantile,0.2,0,208,0.912280701754386,3.5519,0.0577644411102775,0.0239651416122004,0.0502602432180612,0.8148148143118423,0.6698564593301436,1.3797755980861246,1.0,7.954700000000001,0,0,0,0,0,0.5865384615384616,0.8798076923076923,0.37681159420289856,0.8894230769230769,0.8798076923076923,6,0.5618432836952474,0.43815671630475256,0,0,0,0,0,6,中性,低风险,0,0,0,0,0,0,0,1.0,Top1,1,只保留Top1,3,1
2025-03-04,002937,兴瑞科技,深市主板,汽车零部件,20.8601029,7.8828,5.596,2025-03-11,0.0622950819672132,上涨,1.0,0.604712515558401,0.395287484441599,0.2,0.5,1,0.0,,0.604712515558401,1,1,48.0,0.0,lightgbm,2025-03-04,2024-03-04,2025-02-24,45976,236,0.01,-0.01,1,1,top_quantile,0.2,0,208,0.912280701754386,5.596,0.0094562647754137,0.2769138755980862,0.0507582427188618,0.8086956520299676,0.7272727272727273,1.503598086124402,0.8947368421052632,2.3100842105263157,0,0,0,0,0,0.7596153846153846,0.5817307692307693,0.8365384615384616,0.8557692307692307,0.8653846153846154,6,0.22263083583366408,0.7773691641663358,6,0,0,0,0,6,中性,高风险,0,0,0,0,0,0,0,1.0,不出手,0,Top1分数不足,1,0
2025-03-04,603322,超讯通信,沪市主板,通信服务,46.56,-0.6826,5.4574,2025-03-11,0.0236254295532645,上涨,1.0,0.601468338436288,0.398531661563712,0.2,0.5,2,0.0,,0.601468338436288,1,2,105.0,0.0,lightgbm,2025-03-04,2024-03-04,2025-02-24,45976,236,0.01,-0.01,1,1,top_quantile,0.2,0,208,0.912280701754386,5.4574,-0.0631790744466801,0.2773662551440328,0.0414174581937006,0.510588235264083,0.7272727272727273,1.503598086124402,0.5,0.2553,0,0,0,0,0,0.7451923076923077,0.125,0.8413461538461539,0.7836538461538461,0.46153846153846156,6,0.22263083583366408,0.7773691641663358,6,0,0,0,0,6,中性,高风险,0,0,0,0,0,0,0,2.0,不出手,0,Top1分数不足,2,0
2025-03-04,920047,诺思兰德,北交所,生物制品,14.4,0.35,3.22,2025-03-11,-0.0222222222222222,下跌,0.0,0.5994088918226093,0.4005911081773907,0.2,0.5,3,0.0,,0.5994088918226093,1,3,179.0,0.0,lightgbm,2025-03-04,2024-03-04,2025-02-24,45976,236,0.01,-0.01,1,1,top_quantile,0.2,0,208,0.912280701754386,3.22,0.0698365527488855,0.2620508326029798,0.0312663378581409,0.801007556473298,0.7272727272727273,1.503598086124402,1.0,1.0094,0,0,0,0,0,0.5721153846153846,0.8509615384615384,0.8269230769230769,0.5865384615384616,0.8461538461538461,6,0.22263083583366408,0.7773691641663358,6,0,0,0,0,6,中性,高风险,0,0,0,0,0,0,0,3.0,不出手,0,Top1分数不足,3,0
2025-03-05,002580,圣阳股份,深市主板,电池,14.48909805,1.6084,23.489,2025-03-12,0.075705437026841,上涨,1.0,0.7748239594091807,0.2251760405908193,0.2,0.5,1,0.0,,0.7748239594091807,1,1,32.0,1.0,lightgbm,2025-03-05,2024-03-05,2025-02-25,45985,236,0.01,-0.01,1,1,top_quantile,0.2,0,208,0.912280701754386,23.489,0.0304964539007093,0.6875725900116145,0.0701672569407071,0.7165071769475444,0.5167464114832536,0.5931172248803828,0.1666666666666666,-2.9484,0,0,0,0,0,0.9615384615384616,0.7980769230769231,0.9855769230769231,0.9615384615384616,0.7451923076923077,6,0.1555603179944848,0.8444396820055152,6,0,0,0,0,6,中性,高风险,0,0,1,0,0,0,1,,Top1,1,只保留Top1,1,0
2025-03-05,002436,兴森科技,深市主板,元件,13.63495012,9.9759,8.8929,2025-03-12,0.0212143379663496,上涨,1.0,0.6642392371419583,0.3357607628580417,0.2,0.5,2,0.0,,0.6642392371419583,1,2,106.0,0.0,lightgbm,2025-03-05,2024-03-05,2025-02-25,45985,236,0.01,-0.01,1,1,top_quantile,0.2,0,208,0.912280701754386,8.8929,0.0301431801055009,0.2216264521894548,0.0561475106747981,0.7252124643832641,0.5167464114832536,0.5931172248803828,0.8571428571428571,1.8985,0,0,0,0,0,0.8221153846153846,0.7884615384615384,0.8125,0.8798076923076923,0.75,6,0.1555603179944848,0.8444396820055152,6,0,0,0,0,6,中性,高风险,0,0,0,0,0,0,0,1.0,Top1,1,只保留Top1,2,1
2025-03-05,603319,美湖股份,沪市主板,汽车零部件,27.2242176,7.0234,10.8057,2025-03-12,0.0802083333333334,上涨,1.0,0.6354499512308562,0.3645500487691437,0.2,0.5,3,0.0,,0.6354499512308562,1,3,28.0,1.0,lightgbm,2025-03-05,2024-03-05,2025-02-25,45985,236,0.01,-0.01,1,1,top_quantile,0.2,0,208,0.912280701754386,10.8057,-0.0404797601199401,0.4831981460023176,0.0920000351433622,0.695938529035037,0.5167464114832536,0.5931172248803828,0.7894736842105263,1.3944894736842106,0,0,0,0,0,0.8701923076923077,0.20673076923076922,0.9615384615384616,0.9759615384615384,0.7115384615384616,6,0.1555603179944848,0.8444396820055152,6,0,0,0,0,6,中性,高风险,0,0,0,0,0,0,0,2.0,Top1,1,只保留Top1,3,0
2025-03-06,002580,圣阳股份,深市主板,电池,14.48909805,0.0,20.9765,2025-03-13,0.094287680660702,上涨,1.0,0.7007698948863278,0.2992301051136722,0.2,0.5,1,0.0,,0.7007698948863278,1,1,18.0,1.0,lightgbm,2025-03-06,2024-03-06,2025-02-26,45987,236,0.01,-0.01,1,1,top_quantile,0.2,0,208,0.912280701754386,20.9765,-0.0631850419084461,0.6473922902494333,0.048193594828293,0.7099143205982965,0.7320574162679426,1.2596593301435406,0.6666666666666666,0.27915,0,0,0,0,0,0.9663461538461539,0.03365384615384615,0.9855769230769231,0.7932692307692307,0.7115384615384616,6,0.17841669229125312,0.8215833077087469,6,0,0,0,0,6,中性,高风险,0,0,0,0,0,0,0,1.0,Top1,1,只保留Top1,1,1
