指数名称,date,code,open,high,low,close,preclose,volume,amount,pctChg
深证成指,2024-10-31,sz.399001,10535.4143,10693.8423,10458.8476,10591.2180,10530.8489,110309471953,1352352747322.4300,0.573260
深证成指,2024-11-01,sz.399001,10563.8353,10629.8111,10417.9764,10455.5022,10591.2180,118472029006,1352275455389.8100,-1.281399
深证成指,2024-11-04,sz.399001,10457.8943,10663.0966,10457.8943,10663.0966,10455.5022,82654902413,1001563840428.9100,1.985504
深证成指,2024-11-05,sz.399001,10653.1989,11030.6226,10609.8145,11006.9377,10663.0966,107740888900,1373699162243.1400,3.224590
深证成指,2024-11-06,sz.399001,11023.9989,11177.6877,10896.3237,10968.1420,11006.9377,121476775704,1536034646514.0100,-0.352466
深证成指,2024-11-07,sz.399001,10852.1213,11235.9208,10839.9417,11235.9208,10968.1420,122251344774,1456235718184.7100,2.441424
深证成指,2024-11-08,sz.399001,11374.2005,11410.9798,11135.3285,11161.7022,11235.9208,125343281592,1573593148862.6900,-0.660548
深证成指,2024-11-11,sz.399001,11087.4109,11390.4790,11071.6540,11388.5668,11161.7022,112188089396,1483392842522.7100,2.032527
深证成指,2024-11-12,sz.399001,11430.2208,11560.3548,11210.9546,11314.4586,11388.5668,113897492979,1511118660209.2100,-0.650725
深证成指,2024-11-13,sz.399001,11231.7273,11380.4959,11143.3368,11359.2889,11314.4586,91186378710,1179810560593.5600,0.396221
深证成指,2024-11-14,sz.399001,11333.4029,11335.3623,11023.7390,11037.7827,11359.2889,83896742213,1075621868087.6900,-2.830337
深证成指,2024-11-15,sz.399001,10983.5360,11065.4172,10748.9700,10748.9700,11037.7827,84298445532,1080599719063.0200,-2.616583
深证成指,2024-11-18,sz.399001,10774.4401,10816.5122,10478.2651,10544.0228,10748.9700,87180347111,1001885166555.6000,-1.906668
深证成指,2024-11-19,sz.399001,10559.3250,10748.6017,10427.9408,10743.8442,10544.0228,77072145189,906518949437.2910,1.895115
深证成指,2024-11-20,sz.399001,10709.9225,10875.4513,10692.5584,10827.1889,10743.8442,81635677889,986404104271.6770,0.775744
深证成指,2024-11-21,sz.399001,10787.9284,10867.4060,10739.2812,10819.8767,10827.1889,81837576465,996798121774.8550,-0.067536
深证成指,2024-11-22,sz.399001,10785.5188,10836.6939,10438.7215,10438.7215,10819.8767,92594828048,1082058067701.4400,-3.522731
深证成指,2024-11-25,sz.399001,10462.4400,10505.2396,10282.4973,10420.5207,10438.7215,77022626653,893690967762.8840,-0.174359
深证成指,2024-11-26,sz.399001,10387.0049,10480.9569,10330.4543,10333.2251,10420.5207,71183213494,795484175909.7980,-0.837728
深证成指,2024-11-27,sz.399001,10284.7208,10566.1006,10202.2260,10566.1006,10333.2251,79557129618,887125205578.3180,2.253657
深证成指,2024-11-28,sz.399001,10560.4099,10581.5937,10416.3309,10432.5399,10566.1006,85088787686,932295840485.2220,-1.264049
深证成指,2024-11-29,sz.399001,10406.0790,10727.0831,10406.0790,10611.7190,10432.5399,89215787876,1044492312250.9900,1.717502
深证成指,2024-12-02,sz.399001,10595.4731,10777.6937,10583.7206,10756.5476,10611.7190,93752318422,1077203653440.6800,1.364799
深证成指,2024-12-03,sz.399001,10757.4936,10761.4414,10625.4756,10713.5785,10756.5476,93970902205,1031925156819.9600,-0.399469
深证成指,2024-12-04,sz.399001,10700.0579,10717.5592,10556.6013,10604.0121,10713.5785,93081650252,1009658110991.4300,-1.022687
深证成指,2024-12-05,sz.399001,10565.0274,10674.7702,10565.0274,10634.4890,10604.0121,84466366148,933068980436.0950,0.287409
深证成指,2024-12-06,sz.399001,10642.8921,10860.2458,10618.7608,10791.3390,10634.4890,102934032914,1102866354631.1200,1.474918
深证成指,2024-12-09,sz.399001,10780.9842,10821.5056,10668.3310,10731.6589,10791.3390,95515594718,985064287388.7880,-0.553037
深证成指,2024-12-10,sz.399001,11124.7822,11134.5527,10792.0148,10812.5838,10731.6589,117138802611,1339737614620.7600,0.754076
深证成指,2024-12-11,sz.399001,10781.0965,10884.0600,10781.0835,10848.4228,10812.5838,101227283475,1083447077126.0200,0.331456
深证成指,2024-12-12,sz.399001,10846.5445,10967.2783,10813.7917,10957.1289,10848.4228,104058705015,1132740374453.2700,1.002045
深证成指,2024-12-13,sz.399001,10876.1903,10876.1903,10709.1393,10713.0720,10957.1289,107554718202,1218512329521.3600,-2.227380
深证成指,2024-12-16,sz.399001,10705.5166,10721.7095,10535.5265,10573.9194,10713.0720,92267696201,1024563635124.3700,-1.298905
深证成指,2024-12-17,sz.399001,10557.2316,10677.7429,10526.2556,10537.4285,10573.9194,85814053161,925567807733.4080,-0.345103
深证成指,2024-12-18,sz.399001,10561.9354,10639.7699,10535.7611,10584.2695,10537.4285,74084662199,820732340344.4710,0.444520
深证成指,2024-12-19,sz.399001,10483.5035,10673.9616,10460.1961,10649.0339,10584.2695,76069334340,884957667134.2620,0.611893
深证成指,2024-12-20,sz.399001,10631.4447,10731.0762,10618.7944,10646.6176,10649.0339,73237537835,918303558422.8660,-0.022690
深证成指,2024-12-23,sz.399001,10650.5750,10708.8229,10527.1463,10537.4021,10646.6176,79568783045,907671813698.3180,-1.025823
深证成指,2024-12-24,sz.399001,10548.1453,10673.3372,10548.1453,10671.4274,10537.4021,66497704116,776807907609.6370,1.271901
深证成指,2024-12-25,sz.399001,10675.7290,10677.6475,10544.8803,10603.0998,10671.4274,66796306236,759136338914.2910,-0.640285
深证成指,2024-12-26,sz.399001,10586.9570,10692.8864,10570.0857,10673.9684,10603.0998,59399742654,753522611377.5590,0.668376
深证成指,2024-12-27,sz.399001,10679.3433,10780.5327,10632.5252,10659.9751,10673.9684,67993458784,847760350853.6470,-0.131097
深证成指,2024-12-30,sz.399001,10644.1537,10726.6603,10632.7442,10671.1550,10659.9751,60905276931,753918099057.2810,0.104877
深证成指,2024-12-31,sz.399001,10668.1680,10678.7711,10414.6113,10414.6113,10671.1550,64665300880,783178607372.0290,-2.404086
深证成指,2025-01-02,sz.399001,10400.6644,10409.6132,10006.5558,10088.0589,10414.6113,68111670937,793191277013.9850,-3.135522
深证成指,2025-01-03,sz.399001,10097.9312,10139.9895,9891.8398,9897.1203,10088.0589,68523525692,744702909994.8720,-1.892719
深证成指,2025-01-06,sz.399001,9890.9841,9975.9921,9817.7509,9885.6545,9897.1203,58623548268,614445158398.2150,-0.115850
深证成指,2025-01-07,sz.399001,9860.5780,10000.3408,9822.0008,9998.7565,9885.6545,58891906830,640248820159.6600,1.144102
深证成指,2025-01-08,sz.399001,9940.1968,10016.2192,9731.4379,9944.6404,9998.7565,68356138045,734817586317.9150,-0.541228
深证成指,2025-01-09,sz.399001,9906.9088,10021.9397,9901.6345,9976.0038,9944.6404,60520292074,677482470748.0840,0.315380
深证成指,2025-01-10,sz.399001,9957.8343,10004.0607,9795.9438,9795.9438,9976.0038,61636098545,682335422569.9380,-1.804931
深证成指,2025-01-13,sz.399001,9697.4484,9866.3609,9693.7998,9796.1764,9795.9438,50480043564,554603230733.7430,0.002374
深证成指,2025-01-14,sz.399001,9822.3490,10178.6709,9788.7610,10165.1692,9796.1764,69071645495,811716723384.9350,3.766702
深证成指,2025-01-15,sz.399001,10139.7803,10147.2632,10038.2979,10060.1297,10165.1692,62657312976,722613426980.2800,-1.033328
深证成指,2025-01-16,sz.399001,10110.4149,10249.6211,10011.1670,10101.0952,10060.1297,67961881355,774747271935.8150,0.407206
深证成指,2025-01-17,sz.399001,10059.9895,10227.7114,10059.1576,10161.3212,10101.0952,57621440908,678981034542.0540,0.596232
深证成指,2025-01-20,sz.399001,10240.7148,10333.1584,10225.3442,10256.3954,10161.3212,58773577977,713186939974.2600,0.935648
深证成指,2025-01-21,sz.399001,10323.1204,10325.6873,10205.9861,10305.6935,10256.3954,59739678942,736974131772.4540,0.480657
深证成指,2025-01-22,sz.399001,10263.0421,10272.5913,10161.9982,10225.8713,10305.6935,53343230020,683542190444.6220,-0.774545
深证成指,2025-01-23,sz.399001,10323.4463,10411.4727,10176.1741,10176.1741,10225.8713,64807888595,815483915299.6970,-0.485995
深证成指,2025-01-24,sz.399001,10141.4064,10315.3746,10141.4064,10292.7299,10176.1741,58994433015,741331577648.9430,1.145379
深证成指,2025-01-27,sz.399001,10299.9705,10329.6078,10156.0665,10156.0665,10292.7299,53284741781,667641130329.3170,-1.327766
深证成指,2025-02-05,sz.399001,10237.7056,10241.3690,10124.1952,10164.2238,10156.0665,58326774483,768449245813.5860,0.080319
深证成指,2025-02-06,sz.399001,10142.8499,10393.6337,10135.1529,10393.6337,10164.2238,71099013431,944938901427.8210,2.257033
深证成指,2025-02-07,sz.399001,10410.0347,10666.7390,10384.2458,10576.0034,10393.6337,88720613135,1202631199833.8400,1.754629
深证成指,2025-02-10,sz.399001,10608.6063,10645.9609,10532.1194,10631.2462,10576.0034,81642797871,1053785768750.4700,0.522341
深证成指,2025-02-11,sz.399001,10640.8374,10640.8374,10524.0097,10557.6223,10631.2462,77022717337,1003780990776.2200,-0.692524
深证成指,2025-02-12,sz.399001,10529.4138,10709.2679,10513.2275,10708.8838,10557.6223,76233590457,1029827484463.2600,1.432723
深证成指,2025-02-13,sz.399001,10691.4586,10739.5076,10621.0898,10626.6239,10708.8838,83933051636,1113993618441.9100,-0.768146
深证成指,2025-02-14,sz.399001,10616.0193,10760.8608,10616.0193,10749.4562,10626.6239,78638009726,1047448093579.2000,1.155892
深证成指,2025-02-17,sz.399001,10820.9577,10829.8219,10711.4294,10791.0599,10749.4562,86705929130,1191361330338.8100,0.387031
深证成指,2025-02-18,sz.399001,10781.1975,10817.6547,10577.0801,10617.2606,10791.0599,84217120344,1102311658926.7700,-1.610586
深证成指,2025-02-19,sz.399001,10592.0255,10774.0166,10588.4944,10772.6544,10617.2606,75049663110,1045873251680.3300,1.463596
深证成指,2025-02-20,sz.399001,10765.9503,10826.3831,10726.5271,10794.5454,10772.6544,78257765228,1086489113030.5300,0.203209
深证成指,2025-02-21,sz.399001,10821.8099,11003.9521,10806.5073,10991.3690,10794.5454,90701864675,1336950359477.2500,1.823362
深证成指,2025-02-24,sz.399001,10995.2612,11045.9566,10909.3677,10983.0433,10991.3690,88271232487,1277635672397.0100,-0.075748
深证成指,2025-02-25,sz.399001,10835.9117,10964.6745,10815.3378,10854.4956,10983.0433,81279046427,1169252233272.8500,-1.170420
深证成指,2025-02-26,sz.399001,10870.7334,10955.6488,10831.1105,10955.6488,10854.4956,84215382307,1190457443504.2400,0.931901
深证成指,2025-02-27,sz.399001,10969.9201,10999.4844,10792.0822,10927.5078,10955.6488,89475120899,1230525017854.9100,-0.256863
深证成指,2025-02-28,sz.399001,10861.8241,10883.8316,10583.7068,10611.2398,10927.5078,82558011813,1108968938005.6400,-2.894237
深证成指,2025-03-03,sz.399001,10642.1846,10803.6717,10586.1982,10649.5918,10611.2398,72506898239,980695622308.6180,0.361428
深证成指,2025-03-04,sz.399001,10558.7457,10688.5294,10540.4184,10679.4351,10649.5918,63501128030,866849634243.8510,0.280230
深证成指,2025-03-05,sz.399001,10686.4669,10718.6895,10626.7104,10709.4601,10679.4351,66828336104,906047047022.4230,0.281148
深证成指,2025-03-06,sz.399001,10774.0794,10924.2213,10759.4019,10898.7514,10709.4601,82055102681,1170018723514.4900,1.767515
深证成指,2025-03-07,sz.399001,10858.7771,10931.9462,10798.1937,10843.7328,10898.7514,82036812447,1130360435652.5900,-0.504816
深证成指,2025-03-10,sz.399001,10862.9288,10896.1103,10747.1367,10825.7042,10843.7328,67492626325,910633461539.7120,-0.166258
深证成指,2025-03-11,sz.399001,10698.8070,10861.1640,10692.7184,10861.1640,10825.7042,67024477222,889609924037.9020,0.327552
深证成指,2025-03-12,sz.399001,10897.4249,10939.5681,10828.4240,10843.2266,10861.1640,75683423892,1035254200469.5900,-0.165152
深证成指,2025-03-13,sz.399001,10830.1083,10865.3191,10677.8372,10736.1944,10843.2266,73031655596,970516736841.4740,-0.987088
深证成指,2025-03-14,sz.399001,10741.5225,10985.9513,10737.6250,10978.2984,10736.1944,75821380703,1041778692502.2300,2.255026
深证成指,2025-03-17,sz.399001,11009.5744,11015.4686,10940.7702,10957.8180,10978.2984,70157392693,933655218111.5080,-0.186554
深证成指,2025-03-18,sz.399001,10999.3224,11041.4122,10958.8710,11014.7474,10957.8180,67026091831,933349997313.0630,0.519532
深证成指,2025-03-19,sz.399001,11003.7331,11030.1874,10916.2791,10979.0519,11014.7474,65830605489,906472303662.5120,-0.324070
深证成指,2025-03-20,sz.399001,10971.4119,10973.1404,10869.1644,10879.4891,10979.0519,66033277818,875945195340.6120,-0.906843
深证成指,2025-03-21,sz.399001,10843.9793,10898.2566,10656.8793,10687.5533,10879.4891,73797742505,927692315362.6050,-1.764199
深证成指,2025-03-24,sz.399001,10695.0177,10723.7527,10563.8847,10695.4879,10687.5533,73186830760,863993868606.3800,0.074242
深证成指,2025-03-25,sz.399001,10702.6892,10735.5501,10618.0521,10649.0764,10695.4879,60284329360,741833982027.2350,-0.433935
深证成指,2025-03-26,sz.399001,10636.1164,10703.0375,10635.7795,10643.8189,10649.0764,56246349670,669119730175.8440,-0.049370
深证成指,2025-03-27,sz.399001,10610.8858,10745.0895,10556.6153,10668.1010,10643.8189,57357559191,694232398533.0450,0.228133
深证成指,2025-03-28,sz.399001,10658.1522,10688.0501,10593.8522,10607.3309,10668.1010,55060153716,650166739570.6520,-0.569643
深证成指,2025-03-31,sz.399001,10559.6562,10609.7654,10427.9550,10504.3318,10607.3309,56671275642,690054229801.5960,-0.971018
深证成指,2025-04-01,sz.399001,10523.6459,10581.9793,10491.7036,10503.6553,10504.3318,50596571318,632850855400.5320,-0.006440
深证成指,2025-04-02,sz.399001,10500.5274,10573.0078,10490.8489,10513.1169,10503.6553,45905545136,562826586441.1710,0.090079
深证成指,2025-04-03,sz.399001,10384.9503,10481.5984,10328.0237,10365.7315,10513.1169,52253863357,651109936767.6930,-1.401919
深证成指,2025-04-07,sz.399001,9747.6613,9831.6301,9220.1240,9364.4976,10365.7315,72979895617,852431714949.7010,-9.659076
深证成指,2025-04-08,sz.399001,9356.6935,9505.6392,9296.1191,9424.6795,9364.4976,81890145272,895477031195.8560,0.642660
深证成指,2025-04-09,sz.399001,9271.2365,9591.8094,9119.6006,9539.8919,9424.6795,87247716467,944174886186.3960,1.222454
深证成指,2025-04-10,sz.399001,9757.9781,9884.2380,9713.6368,9754.6435,9539.8919,79793878408,927111334868.6330,2.251090
深证成指,2025-04-11,sz.399001,9681.4521,9909.5578,9679.2798,9834.4446,9754.6435,63799002683,767874017897.1640,0.818083
深证成指,2025-04-14,sz.399001,9955.6551,9964.7256,9862.3448,9884.3017,9834.4446,63003532921,733662247514.6810,0.506964
深证成指,2025-04-15,sz.399001,9886.0970,9895.4464,9804.6018,9858.0969,9884.3017,54456953657,620861217915.6040,-0.265115
深证成指,2025-04-16,sz.399001,9813.1256,9814.4986,9650.7923,9774.7273,9858.0969,55550874792,622703442371.1980,-0.845697
深证成指,2025-04-17,sz.399001,9715.2938,9828.9225,9712.0001,9759.0472,9774.7273,49387213426,556858435911.8500,-0.160415
深证成指,2025-04-18,sz.399001,9745.7498,9798.4258,9719.9513,9781.6476,9759.0472,48644034748,534342502012.4580,0.231584
深证成指,2025-04-21,sz.399001,9768.6466,9913.0886,9733.4299,9905.5279,9781.6476,53399889207,612012816527.1100,1.266456
深证成指,2025-04-22,sz.399001,9882.9598,9914.4691,9857.7685,9870.0539,9905.5279,56973669202,637326686340.4610,-0.358123
深证成指,2025-04-23,sz.399001,9956.3691,9990.0258,9892.7000,9935.7970,9870.0539,62116838025,743505156339.4880,0.666087
深证成指,2025-04-24,sz.399001,9933.8935,9969.9669,9846.2296,9878.3155,9935.7970,57933511465,674313083979.0240,-0.578529
深证成指,2025-04-25,sz.399001,9900.0998,9976.7701,9878.6695,9917.0550,9878.3155,58204970304,668149455621.0200,0.392167
深证成指,2025-04-28,sz.399001,9925.7145,9926.9044,9848.6671,9855.1962,9917.0550,55673781493,614490372005.4670,-0.623762
深证成指,2025-04-29,sz.399001,9828.4586,9882.5411,9799.6463,9849.8016,9855.1962,50831739891,591239110310.0010,-0.054739
深证成指,2025-04-30,sz.399001,9863.4976,9925.8703,9845.3551,9899.8215,9849.8016,55915790928,663769896798.5850,0.507826
深证成指,2025-05-06,sz.399001,9974.5257,10082.3353,9960.5227,10082.3353,9899.8215,63406007015,784366185688.0750,1.843607
深证成指,2025-05-07,sz.399001,10218.3255,10248.9847,10048.0019,10104.1286,10082.3353,70997855074,873103395725.7560,0.216153
深证成指,2025-05-08,sz.399001,10081.2719,10222.8143,10067.3033,10197.6592,10104.1286,63900826061,791790953276.0420,0.925667
深证成指,2025-05-09,sz.399001,10190.1274,10190.1274,10087.5509,10126.8254,10197.6592,60053534657,727160070910.8160,-0.694608
深证成指,2025-05-12,sz.399001,10220.3298,10302.0463,10200.2060,10301.1580,10126.8254,59505940477,786340324791.9980,1.721493
深证成指,2025-05-13,sz.399001,10401.9451,10401.9451,10274.3398,10288.0831,10301.1580,61338868947,784941212103.0460,-0.126927
深证成指,2025-05-14,sz.399001,10278.9076,10418.4403,10240.1332,10354.2223,10288.0831,62258478573,781873182683.8650,0.642872
深证成指,2025-05-15,sz.399001,10324.8426,10324.8426,10186.4478,10186.4478,10354.2223,57142181589,691113043101.5450,-1.620349
深证成指,2025-05-16,sz.399001,10157.6824,10217.9077,10152.7711,10179.5957,10186.4478,54123932925,653896066490.4440,-0.067267
深证成指,2025-05-19,sz.399001,10171.2910,10184.4018,10090.2959,10171.0898,10179.5957,55394150959,649295736348.7690,-0.083558
深证成指,2025-05-20,sz.399001,10182.2469,10273.5914,10151.8647,10249.1731,10171.0898,59959947938,719412151109.3780,0.767698
深证成指,2025-05-21,sz.399001,10246.5151,10325.9250,10243.1835,10294.2208,10249.1731,57990058075,707520849756.9530,0.439525
深证成指,2025-05-22,sz.399001,10274.6758,10283.2947,10214.4967,10219.6213,10294.2208,55747392040,664355148904.3630,-0.724674
深证成指,2025-05-23,sz.399001,10210.6166,10294.5661,10132.4124,10132.4124,10219.6213,56209650952,687001322751.6230,-0.853348
深证成指,2025-05-26,sz.399001,10114.6871,10142.9358,10044.0788,10091.1584,10132.4124,48451814037,609433795810.0450,-0.407149
深证成指,2025-05-27,sz.399001,10074.0293,10076.8782,9996.8280,10029.1114,10091.1584,49805637358,604517403139.7830,-0.614865
深证成指,2025-05-28,sz.399001,10039.2487,10058.1280,9987.4065,10003.2651,10029.1114,53569192058,620609249519.7340,-0.257713
深证成指,2025-05-29,sz.399001,10006.4311,10139.1825,10002.0855,10127.2045,10003.2651,61267124894,731680602157.0600,1.238989
深证成指,2025-05-30,sz.399001,10091.1936,10099.1549,10022.8100,10040.6265,10127.2045,59605082409,695819645322.4450,-0.854905
深证成指,2025-06-03,sz.399001,10006.1303,10088.1856,10004.9360,10057.1702,10040.6265,56067415584,673116542535.7730,0.164768
深证成指,2025-06-04,sz.399001,10070.8533,10158.0248,10070.8533,10144.5810,10057.1702,58808019153,706202700254.7310,0.869139
深证成指,2025-06-05,sz.399001,10152.5515,10220.2986,10113.0462,10203.5012,10144.5810,62955320724,792163814260.0870,0.580805
深证成指,2025-06-06,sz.399001,10205.5173,10223.5645,10166.7010,10183.6994,10203.5012,56353370338,699275374847.6280,-0.194069
深证成指,2025-06-09,sz.399001,10200.4503,10280.8312,10190.2477,10250.1379,10183.6994,61554272079,774531408088.4680,0.652400
深证成指,2025-06-10,sz.399001,10248.2906,10256.8528,10095.0059,10162.1811,10250.1379,71138744190,857945116091.7770,-0.858104
深证成指,2025-06-11,sz.399001,10176.4950,10295.3990,10176.4950,10246.0203,10162.1811,61593813516,753659809036.2140,0.825012
深证成指,2025-06-12,sz.399001,10208.2975,10263.4633,10182.4131,10234.3346,10246.0203,60575308437,770160430275.1220,-0.114051
深证成指,2025-06-13,sz.399001,10193.9287,10215.5446,10089.5927,10122.1140,10234.3346,69879823069,861860263568.7180,-1.096511
深证成指,2025-06-16,sz.399001,10096.5713,10173.0607,10096.5713,10163.5471,10122.1140,56871256464,733493561365.5070,0.409332
深证成指,2025-06-17,sz.399001,10177.6716,10198.9848,10129.4118,10151.4267,10163.5471,59707858725,749183713511.1100,-0.119254
深证成指,2025-06-18,sz.399001,10142.5830,10190.0355,10118.6754,10175.5883,10151.4267,58795623738,750076595745.4350,0.238012
深证成指,2025-06-19,sz.399001,10156.1742,10181.9707,10027.3253,10051.9655,10175.5883,61043216018,777379097192.4780,-1.214896
深证成指,2025-06-20,sz.399001,10039.0008,10084.1007,9998.4983,10005.0319,10051.9655,51682251551,656864779596.4910,-0.466910
深证成指,2025-06-23,sz.399001,9950.1389,10064.7523,9950.1389,10048.3935,10005.0319,53858338131,679840129781.3760,0.433398
深证成指,2025-06-24,sz.399001,10074.2725,10224.1216,10074.2725,10217.6287,10048.3935,66768629291,869731745358.6000,1.684202
深证成指,2025-06-25,sz.399001,10240.1309,10403.5076,10233.1504,10393.7241,10217.6287,72246735395,982615273048.3980,1.723447
深证成指,2025-06-26,sz.399001,10389.2318,10440.7253,10340.6920,10343.4784,10393.7241,72190476562,980082935680.3330,-0.483423
深证成指,2025-06-27,sz.399001,10371.8138,10455.5070,10343.3009,10378.5502,10343.4784,69921359064,935385167115.6470,0.339072
深证成指,2025-06-30,sz.399001,10405.9636,10470.2399,10399.9204,10465.1199,10378.5502,67681112329,919747265886.6060,0.834121
深证成指,2025-07-01,sz.399001,10458.3892,10483.3295,10407.1657,10476.2940,10465.1199,69594329262,912479261475.9870,0.106775
深证成指,2025-07-02,sz.399001,10455.8261,10455.8261,10386.4935,10412.6284,10476.2940,67882587383,833849924712.1220,-0.607711
深证成指,2025-07-03,sz.399001,10431.0259,10546.7356,10431.0259,10534.5841,10412.6284,63936024712,809544553038.6080,1.171229
深证成指,2025-07-04,sz.399001,10534.9913,10610.5009,10480.7189,10508.7609,10534.5841,66766546368,861316252714.1470,-0.245128
深证成指,2025-07-07,sz.399001,10488.1077,10501.3064,10426.5468,10435.5065,10508.7609,57888197107,732452711989.1610,-0.697079
深证成指,2025-07-08,sz.399001,10431.7780,10593.8374,10431.7780,10588.3948,10435.5065,66633479908,886442571409.1640,1.465078
深证成指,2025-07-09,sz.399001,10592.5076,10656.5828,10557.8132,10581.7979,10588.3948,70342975523,909224442195.2550,-0.062303
深证成指,2025-07-10,sz.399001,10593.7034,10667.4123,10562.1605,10631.1263,10581.7979,70226835819,881009191214.7470,0.466163
深证成指,2025-07-11,sz.399001,10637.4485,10757.2405,10610.8016,10696.0974,10631.1263,74329439625,958583794708.3330,0.611140
深证成指,2025-07-14,sz.399001,10705.4389,10715.0744,10663.8695,10684.5167,10696.0974,64707164976,835648432520.6520,-0.108270
深证成指,2025-07-15,sz.399001,10700.3725,10784.9679,10651.1545,10744.5615,10684.5167,72651514302,965211745503.0680,0.561980
深证成指,2025-07-16,sz.399001,10749.7137,10804.1775,10697.4024,10720.8065,10744.5615,61673892656,869623405330.4990,-0.221089
深证成指,2025-07-17,sz.399001,10718.8544,10873.6189,10718.8544,10873.6189,10720.8065,63572429406,929583770621.5300,1.425382
深证成指,2025-07-18,sz.399001,10902.7243,10946.4040,10865.8866,10913.8390,10873.6189,64482189727,927427194950.6390,0.369887
深证成指,2025-07-21,sz.399001,10937.5997,11008.4772,10922.5228,11007.4871,10913.8390,73259683950,969074333171.4860,0.858067
深证成指,2025-07-22,sz.399001,11004.0086,11099.8309,10970.2185,11099.8309,11007.4871,78615313668,1052464845824.6100,0.838918
深证成指,2025-07-23,sz.399001,11101.3221,11158.2230,11042.1968,11059.0374,11099.8309,77295459300,1007553832442.2400,-0.367515
深证成指,2025-07-24,sz.399001,11069.6039,11193.0591,11069.6039,11193.0591,11059.0374,74225009707,992466090729.8570,1.211875
深证成指,2025-07-25,sz.399001,11196.2033,11210.9074,11139.3161,11168.1414,11193.0591,72440144499,965727200355.1250,-0.222617
深证成指,2025-07-28,sz.399001,11176.3927,11226.1825,11114.9250,11217.5814,11168.1414,68403926163,981041846806.5290,0.442688
深证成指,2025-07-29,sz.399001,11199.6260,11289.4203,11136.2760,11289.4059,11217.5814,68778245825,1009564173263.3000,0.640285
深证成指,2025-07-30,sz.399001,11262.9764,11307.6201,11126.9987,11203.0295,11289.4059,71394812986,1024651537565.8400,-0.765110
深证成指,2025-07-31,sz.399001,11208.4596,11223.6411,10976.2129,11009.7685,11203.0295,74131134334,1090142295589.4100,-1.725078
深证成指,2025-08-01,sz.399001,11001.2546,11068.3105,10919.8894,10991.3214,11009.7685,62430483980,913705309185.6840,-0.167552
深证成指,2025-08-04,sz.399001,10932.6206,11041.5596,10928.4866,11041.5596,10991.3214,58826562849,858774512839.6830,0.457072
深证成指,2025-08-05,sz.399001,11078.5833,11106.9569,11041.4745,11106.9569,11041.5596,63790591161,939698369625.0720,0.592283
深证成指,2025-08-06,sz.399001,11091.8340,11177.8780,11086.7167,11177.7818,11106.9569,69593698421,1026846804876.6300,0.637663
深证成指,2025-08-07,sz.399001,11189.4886,11229.5862,11089.5791,11157.9408,11177.7818,71141571849,1075789507354.8700,-0.177504
深证成指,2025-08-08,sz.399001,11136.3431,11184.5515,11108.4640,11128.6725,11157.9408,68193469493,996656917079.2050,-0.262309
深证成指,2025-08-11,sz.399001,11159.0268,11311.8812,11159.0268,11291.4261,11128.6725,71385294605,1075643532272.4200,1.462471
深证成指,2025-08-12,sz.399001,11292.4576,11351.6325,11255.4826,11351.6325,11291.4261,70963272011,1103359004034.7500,0.533205
深证成指,2025-08-13,sz.399001,11371.0813,11558.5927,11362.9004,11551.3649,11351.6325,79554170524,1263914042151.6300,1.759504
深证成指,2025-08-14,sz.399001,11557.0043,11607.4066,11417.9271,11451.4347,11551.3649,86799146173,1329744664079.8300,-0.865094
深证成指,2025-08-15,sz.399001,11419.2825,11647.3921,11419.2825,11634.6678,11451.4347,79894615064,1283986982869.7100,1.600089
深证成指,2025-08-18,sz.399001,11690.9383,11919.5652,11642.5898,11835.5726,11634.6678,100227170829,1630221110289.9400,1.726777
深证成指,2025-08-19,sz.399001,11827.9015,11908.6795,11774.9166,11821.6260,11835.5726,94316964885,1527469705916.8000,-0.117836
深证成指,2025-08-20,sz.399001,11749.9932,11926.7408,11677.8547,11926.7408,11821.6260,89403291865,1390733947684.3700,0.889174
深证成指,2025-08-21,sz.399001,11965.8011,12011.7756,11865.4647,11919.7624,11926.7408,91564235638,1426314862960.4000,-0.058511
深证成指,2025-08-22,sz.399001,11902.0368,12167.2780,11902.0368,12166.0606,11919.7624,89165570058,1451618129559.8100,2.066301
深证成指,2025-08-25,sz.399001,12291.1228,12477.9731,12246.5635,12441.0676,12166.0606,107080327698,1780233495782.8400,2.260444
深证成指,2025-08-26,sz.399001,12398.8132,12561.4919,12361.4890,12473.1740,12441.0676,96885601318,1564831995948.4000,0.258068
深证成指,2025-08-27,sz.399001,12483.1946,12665.3568,12295.0695,12295.0695,12473.1740,114364021865,1838716010279.2600,-1.427900
深证成指,2025-08-28,sz.399001,12254.2740,12571.3712,12199.9385,12571.3712,12295.0695,106077270854,1705617179690.6900,2.247256
深证成指,2025-08-29,sz.399001,12568.6298,12791.1785,12508.9736,12696.1507,12571.3712,90039159316,1576605426828.8600,0.992569
深证成指,2025-09-01,sz.399001,12773.2194,12830.1815,12663.3386,12828.9525,12696.1507,90618710337,1541612589328.0600,1.046001
深证成指,2025-09-02,sz.399001,12817.0336,12857.1607,12450.4649,12553.8380,12828.9525,99108379603,1652213634701.3300,-2.144481
深证成指,2025-09-03,sz.399001,12599.9559,12669.8034,12393.0898,12471.9953,12553.8380,85684881475,1351790359509.9100,-0.651934
深证成指,2025-09-04,sz.399001,12526.2994,12580.0892,11967.5680,12118.7018,12471.9953,89935604700,1436365320805.1700,-2.832694
