trade_date,market_up_ratio,market_avg_pct_chg,market_median_pct_chg,market_strong_5pct_ratio,market_amount_ratio_5,market_volatility_5,market_10pct_density_ma5_lag1,market_10pct_density_ma10_lag1
2023-05-26,0.0,0.08053333333333336,0.2,0.0,,,,
2023-05-29,0.37037037037037035,-0.569725925925926,-0.8,0.0,,0.014621650667786519,,
2023-05-30,0.37037037037037035,-0.35584074074074074,-0.38,0.0,,0.011375400735461156,,
2023-05-31,0.4444444444444444,-0.3003481481481481,-0.1294,0.0,,0.012800820643131846,,
2023-06-01,0.21428571428571427,-0.27660357142857145,-0.395,0.0,0.8244608908555016,0.009329217247421783,,
2023-06-02,0.8571428571428571,1.5270785714285715,1.0899999999999999,0.03571428571428571,1.14552914532436,0.01825677234048363,,
2023-06-05,0.35714285714285715,-0.5246928571428572,-0.55,0.0,1.0863120225319438,0.019551854735084778,,
2023-06-06,0.14285714285714285,-1.1577285714285714,-1.555,0.07142857142857142,1.0765831738319929,0.026240857524838852,,
2023-06-07,0.5,-0.06912499999999999,0.03,0.07142857142857142,0.8971778312828842,0.011731802118913007,,
2023-06-08,0.32142857142857145,-0.21011785714285708,-0.365,0.07142857142857142,0.9538822286764068,0.0165009272020718,,
2023-06-09,0.42857142857142855,-0.14336785714285713,-0.195,0.03571428571428571,1.0845591374263701,0.022623504029689875,0.007407407407407407,
2023-06-12,0.5,0.3100821428571429,-0.04000000000000001,0.10714285714285714,1.0260946328908134,0.01939316199186178,0.01455026455026455,
2023-06-13,0.35714285714285715,-0.2045357142857143,-0.275,0.07142857142857142,0.9716258542388836,0.01952486742841581,0.02169312169312169,
2023-06-14,0.2857142857142857,-0.5398321428571429,-0.42,0.07142857142857142,0.9972900115142799,0.01645440254053062,0.014285714285714285,
2023-06-15,0.5357142857142857,0.10927857142857143,0.32,0.03571428571428571,0.8257170547533906,0.014053075173338644,0.02142857142857143,
2023-06-16,0.6785714285714286,1.2076999999999998,0.905,0.07142857142857142,1.0490272405041148,0.023940509185135662,0.02857142857142857,0.01798941798941799
2023-06-19,0.39285714285714285,-0.4971142857142857,-0.43,0.03571428571428571,1.351749098155004,0.021841381708370345,0.02142857142857143,0.01798941798941799
2023-06-20,0.4642857142857143,0.25388214285714283,-0.18,0.10714285714285714,1.0180080118680457,0.02566499621119063,0.014285714285714285,0.01798941798941799
2023-06-21,0.4642857142857143,0.0667,0.0,0.14285714285714285,1.2038818170339833,0.01583935887589019,0.02142857142857143,0.017857142857142856
